component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA,iddq_0h_uA_group_count,iddq_0h_uA_group_mean,iddq_0h_uA_group_median,iddq_0h_uA_group_std,iddq_0h_uA_group_min,iddq_0h_uA_group_max,iddq_0h_uA_group_q1,iddq_0h_uA_group_q3,iddq_0h_uA_group_iqr,iddq_0h_uA_group_mad,iddq_24h_uA_group_count,iddq_24h_uA_group_mean,iddq_24h_uA_group_median,iddq_24h_uA_group_std,iddq_24h_uA_group_min,iddq_24h_uA_group_max,iddq_24h_uA_group_q1,iddq_24h_uA_group_q3,iddq_24h_uA_group_iqr,iddq_24h_uA_group_mad,iddq_96h_uA_group_count,iddq_96h_uA_group_mean,iddq_96h_uA_group_median,iddq_96h_uA_group_std,iddq_96h_uA_group_min,iddq_96h_uA_group_max,iddq_96h_uA_group_q1,iddq_96h_uA_group_q3,iddq_96h_uA_group_iqr,iddq_96h_uA_group_mad,iddq_168h_uA_group_count,iddq_168h_uA_group_mean,iddq_168h_uA_group_median,iddq_168h_uA_group_std,iddq_168h_uA_group_min,iddq_168h_uA_group_max,iddq_168h_uA_group_q1,iddq_168h_uA_group_q3,iddq_168h_uA_group_iqr,iddq_168h_uA_group_mad,leakage_0h_uA_group_count,leakage_0h_uA_group_mean,leakage_0h_uA_group_median,leakage_0h_uA_group_std,leakage_0h_uA_group_min,leakage_0h_uA_group_max,leakage_0h_uA_group_q1,leakage_0h_uA_group_q3,leakage_0h_uA_group_iqr,leakage_0h_uA_group_mad,leakage_24h_uA_group_count,leakage_24h_uA_group_mean,leakage_24h_uA_group_median,leakage_24h_uA_group_std,leakage_24h_uA_group_min,leakage_24h_uA_group_max,leakage_24h_uA_group_q1,leakage_24h_uA_group_q3,leakage_24h_uA_group_iqr,leakage_24h_uA_group_mad,leakage_96h_uA_group_count,leakage_96h_uA_group_mean,leakage_96h_uA_group_median,leakage_96h_uA_group_std,leakage_96h_uA_group_min,leakage_96h_uA_group_max,leakage_96h_uA_group_q1,leakage_96h_uA_group_q3,leakage_96h_uA_group_iqr,leakage_96h_uA_group_mad,leakage_168h_uA_group_count,leakage_168h_uA_group_mean,leakage_168h_uA_group_median,leakage_168h_uA_group_std,leakage_168h_uA_group_min,leakage_168h_uA_group_max,leakage_168h_uA_group_q1,leakage_168h_uA_group_q3,leakage_168h_uA_group_iqr,leakage_168h_uA_group_mad,iddq_0h_uA_deviation,iddq_0h_uA_robust_z,iddq_0h_uA_iqr_anomaly,iddq_24h_uA_deviation,iddq_24h_uA_robust_z,iddq_24h_uA_iqr_anomaly,iddq_96h_uA_deviation,iddq_96h_uA_robust_z,iddq_96h_uA_iqr_anomaly,iddq_168h_uA_deviation,iddq_168h_uA_robust_z,iddq_168h_uA_iqr_anomaly,leakage_0h_uA_deviation,leakage_0h_uA_robust_z,leakage_0h_uA_iqr_anomaly,leakage_24h_uA_deviation,leakage_24h_uA_robust_z,leakage_24h_uA_iqr_anomaly,leakage_96h_uA_deviation,leakage_96h_uA_robust_z,leakage_96h_uA_iqr_anomaly,leakage_168h_uA_deviation,leakage_168h_uA_robust_z,leakage_168h_uA_iqr_anomaly,max_robust_z,statistical_evidence_count,statistical_score,statistical_anomaly_flag,isolation_forest_score,isolation_forest_flag,combined_anomaly_score,anomaly_flag,limit_violation,limit_excess_uA,risk_score,risk_score_100,risk_level,screening_decision,explanation,stage,cumulative_components,batches_processed
C1218,L1,TypeC,29.35,1.23,11.33,12.33,13.33,14.33,1.13,1.23,1.33,1.43,Normal,50,1,11.33,11.33,,11.33,11.33,11.33,11.33,0.0,0.0,1,12.33,12.33,,12.33,12.33,12.33,12.33,0.0,0.0,1,13.33,13.33,,13.33,13.33,13.33,13.33,0.0,0.0,1,14.33,14.33,,14.33,14.33,14.33,14.33,0.0,0.0,1,1.13,1.13,,1.13,1.13,1.13,1.13,0.0,0.0,1,1.23,1.23,,1.23,1.23,1.23,1.23,0.0,0.0,1,1.33,1.33,,1.33,1.33,1.33,1.33,0.0,0.0,1,1.43,1.43,,1.43,1.43,1.43,1.43,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.02543437970408185,0,0.012717189852040924,0,0,0.0,0.0082661734038266,0.83,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1219,L1,TypeC,30.96,1.02,13.61,13.61,13.61,13.61,1.36,1.36,1.36,1.36,High_Stable,50,1,13.61,13.61,,13.61,13.61,13.61,13.61,0.0,0.0,1,13.61,13.61,,13.61,13.61,13.61,13.61,0.0,0.0,1,13.61,13.61,,13.61,13.61,13.61,13.61,0.0,0.0,1,13.61,13.61,,13.61,13.61,13.61,13.61,0.0,0.0,1,1.36,1.36,,1.36,1.36,1.36,1.36,0.0,0.0,1,1.36,1.36,,1.36,1.36,1.36,1.36,0.0,0.0,1,1.36,1.36,,1.36,1.36,1.36,1.36,0.0,0.0,1,1.36,1.36,,1.36,1.36,1.36,1.36,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.1988535976720574,0,0.0994267988360287,0,0,0.0,0.06462741924341865,6.46,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1220,L1,TypeC,30.34,1.11,11.39,12.39,31.39,33.39,1.14,1.24,3.14,3.34,Sudden_Anomaly,50,1,11.39,11.39,,11.39,11.39,11.39,11.39,0.0,0.0,1,12.39,12.39,,12.39,12.39,12.39,12.39,0.0,0.0,1,31.39,31.39,,31.39,31.39,31.39,31.39,0.0,0.0,1,33.39,33.39,,33.39,33.39,33.39,33.39,0.0,0.0,1,1.14,1.14,,1.14,1.14,1.14,1.14,0.0,0.0,1,1.24,1.24,,1.24,1.24,1.24,1.24,0.0,0.0,1,3.14,3.14,,3.14,3.14,3.14,3.14,0.0,0.0,1,3.34,3.34,,3.34,3.34,3.34,3.34,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.2208979080248323,0,0.11044895401241615,0,0,0.0,0.0717918201080705,7.18,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1221,L1,TypeB,31.31,1.15,14.57,15.57,16.57,17.57,1.46,1.56,1.66,1.76,Normal,50,1,14.57,14.57,,14.57,14.57,14.57,14.57,0.0,0.0,1,15.57,15.57,,15.57,15.57,15.57,15.57,0.0,0.0,1,16.57,16.57,,16.57,16.57,16.57,16.57,0.0,0.0,1,17.57,17.57,,17.57,17.57,17.57,17.57,0.0,0.0,1,1.46,1.46,,1.46,1.46,1.46,1.46,0.0,0.0,1,1.56,1.56,,1.56,1.56,1.56,1.56,0.0,0.0,1,1.66,1.66,,1.66,1.66,1.66,1.66,0.0,0.0,1,1.76,1.76,,1.76,1.76,1.76,1.76,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.14315942506497392,0,0.07157971253248696,0,0,0.0,0.04652681314611653,4.65,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1222,L1,TypeB,34.78,1.22,10.58,12.58,15.58,20.58,1.06,1.26,1.56,2.06,Latent_Defect,50,1,10.58,10.58,,10.58,10.58,10.58,10.58,0.0,0.0,1,12.58,12.58,,12.58,12.58,12.58,12.58,0.0,0.0,1,15.58,15.58,,15.58,15.58,15.58,15.58,0.0,0.0,1,20.58,20.58,,20.58,20.58,20.58,20.58,0.0,0.0,1,1.06,1.06,,1.06,1.06,1.06,1.06,0.0,0.0,1,1.26,1.26,,1.26,1.26,1.26,1.26,0.0,0.0,1,1.56,1.56,,1.56,1.56,1.56,1.56,0.0,0.0,1,2.06,2.06,,2.06,2.06,2.06,2.06,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.19540061178029156,0,0.09770030589014578,0,0,0.0,0.06350519882859476,6.35,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1223,L1,TypeC,25.28,1.05,13.92,15.92,18.92,23.92,1.39,1.59,1.89,2.39,Latent_Defect,50,1,13.92,13.92,,13.92,13.92,13.92,13.92,0.0,0.0,1,15.92,15.92,,15.92,15.92,15.92,15.92,0.0,0.0,1,18.92,18.92,,18.92,18.92,18.92,18.92,0.0,0.0,1,23.92,23.92,,23.92,23.92,23.92,23.92,0.0,0.0,1,1.39,1.39,,1.39,1.39,1.39,1.39,0.0,0.0,1,1.59,1.59,,1.59,1.59,1.59,1.59,0.0,0.0,1,1.89,1.89,,1.89,1.89,1.89,1.89,0.0,0.0,1,2.39,2.39,,2.39,2.39,2.39,2.39,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.2861269139921673,0,0.14306345699608364,0,0,0.0,0.09299124704745437,9.3,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1224,L1,TypeB,25.73,1.08,12.09,14.09,17.09,22.09,1.21,1.41,1.71,2.21,Latent_Defect,50,1,12.09,12.09,,12.09,12.09,12.09,12.09,0.0,0.0,1,14.09,14.09,,14.09,14.09,14.09,14.09,0.0,0.0,1,17.09,17.09,,17.09,17.09,17.09,17.09,0.0,0.0,1,22.09,22.09,,22.09,22.09,22.09,22.09,0.0,0.0,1,1.21,1.21,,1.21,1.21,1.21,1.21,0.0,0.0,1,1.41,1.41,,1.41,1.41,1.41,1.41,0.0,0.0,1,1.71,1.71,,1.71,1.71,1.71,1.71,0.0,0.0,1,2.21,2.21,,2.21,2.21,2.21,2.21,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.17037293535620604,0,0.08518646767810302,0,0,0.0,0.05537120399076696,5.54,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1225,L1,TypeC,30.45,1.21,9.27,10.27,29.27,31.27,0.93,1.03,2.93,3.13,Sudden_Anomaly,50,1,9.27,9.27,,9.27,9.27,9.27,9.27,0.0,0.0,1,10.27,10.27,,10.27,10.27,10.27,10.27,0.0,0.0,1,29.27,29.27,,29.27,29.27,29.27,29.27,0.0,0.0,1,31.27,31.27,,31.27,31.27,31.27,31.27,0.0,0.0,1,0.93,0.93,,0.93,0.93,0.93,0.93,0.0,0.0,1,1.03,1.03,,1.03,1.03,1.03,1.03,0.0,0.0,1,2.93,2.93,,2.93,2.93,2.93,2.93,0.0,0.0,1,3.13,3.13,,3.13,3.13,3.13,3.13,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.2654504099917448,0,0.1327252049958724,0,0,0.0,0.08627138324731706,8.63,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1226,L1,TypeC,31.74,1.15,8.52,9.52,10.52,60.0,0.85,0.95,1.05,6.0,Absolute_Failure,50,1,8.52,8.52,,8.52,8.52,8.52,8.52,0.0,0.0,1,9.52,9.52,,9.52,9.52,9.52,9.52,0.0,0.0,1,10.52,10.52,,10.52,10.52,10.52,10.52,0.0,0.0,1,60.0,60.0,,60.0,60.0,60.0,60.0,0.0,0.0,1,0.85,0.85,,0.85,0.85,0.85,0.85,0.0,0.0,1,0.95,0.95,,0.95,0.95,0.95,0.95,0.0,0.0,1,1.05,1.05,,1.05,1.05,1.05,1.05,0.0,0.0,1,6.0,6.0,,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.3537544519452254,0,0.1768772259726127,0,1,10.0,0.3649701968821983,36.5,MEDIUM,REJECT,final Iddq exceeds the absolute specification limit.,8,16000,8
C1227,L1,TypeB,26.18,1.27,12.27,12.27,12.27,12.27,1.23,1.23,1.23,1.23,High_Stable,50,1,12.27,12.27,,12.27,12.27,12.27,12.27,0.0,0.0,1,12.27,12.27,,12.27,12.27,12.27,12.27,0.0,0.0,1,12.27,12.27,,12.27,12.27,12.27,12.27,0.0,0.0,1,12.27,12.27,,12.27,12.27,12.27,12.27,0.0,0.0,1,1.23,1.23,,1.23,1.23,1.23,1.23,0.0,0.0,1,1.23,1.23,,1.23,1.23,1.23,1.23,0.0,0.0,1,1.23,1.23,,1.23,1.23,1.23,1.23,0.0,0.0,1,1.23,1.23,,1.23,1.23,1.23,1.23,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.2045864280758578,0,0.1022932140379289,0,0,0.0,0.06649058912465379,6.65,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1228,L1,TypeC,29.5,1.05,13.39,14.39,15.39,16.39,1.34,1.44,1.54,1.64,Normal,50,1,13.39,13.39,,13.39,13.39,13.39,13.39,0.0,0.0,1,14.39,14.39,,14.39,14.39,14.39,14.39,0.0,0.0,1,15.39,15.39,,15.39,15.39,15.39,15.39,0.0,0.0,1,16.39,16.39,,16.39,16.39,16.39,16.39,0.0,0.0,1,1.34,1.34,,1.34,1.34,1.34,1.34,0.0,0.0,1,1.44,1.44,,1.44,1.44,1.44,1.44,0.0,0.0,1,1.54,1.54,,1.54,1.54,1.54,1.54,0.0,0.0,1,1.64,1.64,,1.64,1.64,1.64,1.64,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.07253781736741631,0,0.036268908683708155,0,0,0.0,0.0235747906444103,2.36,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1229,L1,TypeB,31.9,1.12,13.09,14.09,15.09,60.0,1.31,1.41,1.51,6.0,Absolute_Failure,50,1,13.09,13.09,,13.09,13.09,13.09,13.09,0.0,0.0,1,14.09,14.09,,14.09,14.09,14.09,14.09,0.0,0.0,1,15.09,15.09,,15.09,15.09,15.09,15.09,0.0,0.0,1,60.0,60.0,,60.0,60.0,60.0,60.0,0.0,0.0,1,1.31,1.31,,1.31,1.31,1.31,1.31,0.0,0.0,1,1.41,1.41,,1.41,1.41,1.41,1.41,0.0,0.0,1,1.51,1.51,,1.51,1.51,1.51,1.51,0.0,0.0,1,6.0,6.0,,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.20249460854213785,0,0.10124730427106893,0,1,10.0,0.3158107477761948,31.58,MEDIUM,REJECT,final Iddq exceeds the absolute specification limit.,8,16000,8
C1230,L1,TypeA,27.5,1.11,14.86,14.86,14.86,14.86,1.49,1.49,1.49,1.49,High_Stable,50,1,14.86,14.86,,14.86,14.86,14.86,14.86,0.0,0.0,1,14.86,14.86,,14.86,14.86,14.86,14.86,0.0,0.0,1,14.86,14.86,,14.86,14.86,14.86,14.86,0.0,0.0,1,14.86,14.86,,14.86,14.86,14.86,14.86,0.0,0.0,1,1.49,1.49,,1.49,1.49,1.49,1.49,0.0,0.0,1,1.49,1.49,,1.49,1.49,1.49,1.49,0.0,0.0,1,1.49,1.49,,1.49,1.49,1.49,1.49,0.0,0.0,1,1.49,1.49,,1.49,1.49,1.49,1.49,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.3007197699174118,0,0.1503598849587059,0,0,0.0,0.09773392522315884,9.77,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1231,L1,TypeC,27.88,1.12,8.45,9.45,28.45,30.45,0.85,0.95,2.85,3.05,Sudden_Anomaly,50,1,8.45,8.45,,8.45,8.45,8.45,8.45,0.0,0.0,1,9.45,9.45,,9.45,9.45,9.45,9.45,0.0,0.0,1,28.45,28.45,,28.45,28.45,28.45,28.45,0.0,0.0,1,30.45,30.45,,30.45,30.45,30.45,30.45,0.0,0.0,1,0.85,0.85,,0.85,0.85,0.85,0.85,0.0,0.0,1,0.95,0.95,,0.95,0.95,0.95,0.95,0.0,0.0,1,2.85,2.85,,2.85,2.85,2.85,2.85,0.0,0.0,1,3.05,3.05,,3.05,3.05,3.05,3.05,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.3343383394376386,0,0.1671691697188193,0,0,0.0,0.10865996031723255,10.87,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1232,L1,TypeC,33.45,1.07,14.15,15.15,34.15,36.15,1.42,1.52,3.42,3.62,Sudden_Anomaly,50,1,14.15,14.15,,14.15,14.15,14.15,14.15,0.0,0.0,1,15.15,15.15,,15.15,15.15,15.15,15.15,0.0,0.0,1,34.15,34.15,,34.15,34.15,34.15,34.15,0.0,0.0,1,36.15,36.15,,36.15,36.15,36.15,36.15,0.0,0.0,1,1.42,1.42,,1.42,1.42,1.42,1.42,0.0,0.0,1,1.52,1.52,,1.52,1.52,1.52,1.52,0.0,0.0,1,3.42,3.42,,3.42,3.42,3.42,3.42,0.0,0.0,1,3.62,3.62,,3.62,3.62,3.62,3.62,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.35990888541427835,0,0.17995444270713917,0,0,0.0,0.11697038775964047,11.7,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1233,L1,TypeB,33.3,1.17,12.29,12.29,12.29,12.29,1.23,1.23,1.23,1.23,High_Stable,50,1,12.29,12.29,,12.29,12.29,12.29,12.29,0.0,0.0,1,12.29,12.29,,12.29,12.29,12.29,12.29,0.0,0.0,1,12.29,12.29,,12.29,12.29,12.29,12.29,0.0,0.0,1,12.29,12.29,,12.29,12.29,12.29,12.29,0.0,0.0,1,1.23,1.23,,1.23,1.23,1.23,1.23,0.0,0.0,1,1.23,1.23,,1.23,1.23,1.23,1.23,0.0,0.0,1,1.23,1.23,,1.23,1.23,1.23,1.23,0.0,0.0,1,1.23,1.23,,1.23,1.23,1.23,1.23,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.14757549328462216,0,0.07378774664231108,0,0,0.0,0.047962035317502205,4.8,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1234,L1,TypeA,30.11,1.12,10.96,10.96,10.96,10.96,1.1,1.1,1.1,1.1,High_Stable,50,1,10.96,10.96,,10.96,10.96,10.96,10.96,0.0,0.0,1,10.96,10.96,,10.96,10.96,10.96,10.96,0.0,0.0,1,10.96,10.96,,10.96,10.96,10.96,10.96,0.0,0.0,1,10.96,10.96,,10.96,10.96,10.96,10.96,0.0,0.0,1,1.1,1.1,,1.1,1.1,1.1,1.1,0.0,0.0,1,1.1,1.1,,1.1,1.1,1.1,1.1,0.0,0.0,1,1.1,1.1,,1.1,1.1,1.1,1.1,0.0,0.0,1,1.1,1.1,,1.1,1.1,1.1,1.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.129036778924947,0,0.0645183894624735,0,0,0.0,0.041936953150607775,4.19,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1235,L1,TypeC,26.85,1.01,12.93,13.93,14.93,60.0,1.29,1.39,1.49,6.0,Absolute_Failure,50,1,12.93,12.93,,12.93,12.93,12.93,12.93,0.0,0.0,1,13.93,13.93,,13.93,13.93,13.93,13.93,0.0,0.0,1,14.93,14.93,,14.93,14.93,14.93,14.93,0.0,0.0,1,60.0,60.0,,60.0,60.0,60.0,60.0,0.0,0.0,1,1.29,1.29,,1.29,1.29,1.29,1.29,0.0,0.0,1,1.39,1.39,,1.39,1.39,1.39,1.39,0.0,0.0,1,1.49,1.49,,1.49,1.49,1.49,1.49,0.0,0.0,1,6.0,6.0,,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.2579257386548288,0,0.1289628693274144,0,1,10.0,0.33382586506281936,33.38,MEDIUM,REJECT,final Iddq exceeds the absolute specification limit.,8,16000,8
C1236,L1,TypeB,25.08,1.2,14.99,14.99,14.99,14.99,1.5,1.5,1.5,1.5,High_Stable,50,1,14.99,14.99,,14.99,14.99,14.99,14.99,0.0,0.0,1,14.99,14.99,,14.99,14.99,14.99,14.99,0.0,0.0,1,14.99,14.99,,14.99,14.99,14.99,14.99,0.0,0.0,1,14.99,14.99,,14.99,14.99,14.99,14.99,0.0,0.0,1,1.5,1.5,,1.5,1.5,1.5,1.5,0.0,0.0,1,1.5,1.5,,1.5,1.5,1.5,1.5,0.0,0.0,1,1.5,1.5,,1.5,1.5,1.5,1.5,0.0,0.0,1,1.5,1.5,,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.38676839040597777,1,0.19338419520298888,0,0,0.0,0.12569972688194278,12.57,LOW,PASS,Isolation Forest identified an unusual multivariate pattern.,8,16000,8
C1237,L1,TypeA,26.41,1.26,13.83,14.83,33.83,35.83,1.38,1.48,3.38,3.58,Sudden_Anomaly,50,1,13.83,13.83,,13.83,13.83,13.83,13.83,0.0,0.0,1,14.83,14.83,,14.83,14.83,14.83,14.83,0.0,0.0,1,33.83,33.83,,33.83,33.83,33.83,33.83,0.0,0.0,1,35.83,35.83,,35.83,35.83,35.83,35.83,0.0,0.0,1,1.38,1.38,,1.38,1.38,1.38,1.38,0.0,0.0,1,1.48,1.48,,1.48,1.48,1.48,1.48,0.0,0.0,1,3.38,3.38,,3.38,3.38,3.38,3.38,0.0,0.0,1,3.58,3.58,,3.58,3.58,3.58,3.58,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.36605900602714336,0,0.18302950301357168,0,0,0.0,0.1189691769588216,11.9,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1238,L1,TypeB,34.26,1.03,11.07,12.07,13.07,60.0,1.11,1.21,1.31,6.0,Absolute_Failure,50,1,11.07,11.07,,11.07,11.07,11.07,11.07,0.0,0.0,1,12.07,12.07,,12.07,12.07,12.07,12.07,0.0,0.0,1,13.07,13.07,,13.07,13.07,13.07,13.07,0.0,0.0,1,60.0,60.0,,60.0,60.0,60.0,60.0,0.0,0.0,1,1.11,1.11,,1.11,1.11,1.11,1.11,0.0,0.0,1,1.21,1.21,,1.21,1.21,1.21,1.21,0.0,0.0,1,1.31,1.31,,1.31,1.31,1.31,1.31,0.0,0.0,1,6.0,6.0,,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.22677289161302736,0,0.11338644580651368,0,1,10.0,0.3237011897742339,32.37,MEDIUM,REJECT,final Iddq exceeds the absolute specification limit.,8,16000,8
C1239,L1,TypeB,26.26,1.16,10.88,11.88,12.88,13.88,1.09,1.19,1.29,1.39,Normal,50,1,10.88,10.88,,10.88,10.88,10.88,10.88,0.0,0.0,1,11.88,11.88,,11.88,11.88,11.88,11.88,0.0,0.0,1,12.88,12.88,,12.88,12.88,12.88,12.88,0.0,0.0,1,13.88,13.88,,13.88,13.88,13.88,13.88,0.0,0.0,1,1.09,1.09,,1.09,1.09,1.09,1.09,0.0,0.0,1,1.19,1.19,,1.19,1.19,1.19,1.19,0.0,0.0,1,1.29,1.29,,1.29,1.29,1.29,1.29,0.0,0.0,1,1.39,1.39,,1.39,1.39,1.39,1.39,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.03461546929894878,0,0.01730773464947439,0,0,0.0,0.011250027522158354,1.13,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
C1240,L1,TypeA,27.92,1.18,9.02,10.02,11.02,12.02,0.9,1.0,1.1,1.2,Normal,50,1,9.02,9.02,,9.02,9.02,9.02,9.02,0.0,0.0,1,10.02,10.02,,10.02,10.02,10.02,10.02,0.0,0.0,1,11.02,11.02,,11.02,11.02,11.02,11.02,0.0,0.0,1,12.02,12.02,,12.02,12.02,12.02,12.02,0.0,0.0,1,0.9,0.9,,0.9,0.9,0.9,0.9,0.0,0.0,1,1.0,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,1,1.1,1.1,,1.1,1.1,1.1,1.1,0.0,0.0,1,1.2,1.2,,1.2,1.2,1.2,1.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.10342208022118553,0,0.051711040110592764,0,0,0.0,0.0336121760718853,3.36,LOW,PASS,No strong anomaly evidence detected; component follows its group pattern.,8,16000,8
