component_id,lot_id,component_type,temperature,voltage,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,leakage_0h_uA,leakage_24h_uA,leakage_96h_uA,leakage_168h_uA,ground_truth,absolute_limit_uA,actual_abnormal,predicted_168h_uA,prediction_lower_uA,prediction_upper_uA,prediction_error_uA,absolute_prediction_error_uA,predicted_drift_uA,predicted_drift_rate,predicted_relative_drift,actual_drift_uA,actual_drift_rate,safety_slope,drift_slope_excess,early_drift_flag,predicted_limit_exceeded,uncertainty_adjusted_failure,limit_margin_uA,upper_bound_limit_margin_uA,future_drift_risk,module_b_status,module_b_explanation
C2905,L2,TypeA,31.6,1.11,13.2,14.2,33.2,35.2,1.32,1.42,3.32,3.52,Sudden_Anomaly,50,True,38.275437930498214,12.558395784295364,63.992480076701064,3.075437930498211,3.075437930498211,25.075437930498214,0.1492585591101084,1.8996543886741073,22.000000000000004,0.130952380952381,0.017857142857142856,0.13140141625296556,True,False,True,11.724562069501786,-13.992480076701064,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2906,L2,TypeC,29.91,1.04,8.22,10.22,13.22,18.22,0.82,1.02,1.32,1.82,Latent_Defect,50,True,20.54541741009909,-5.171624736103759,46.26245955630194,2.3254174100990923,2.3254174100990923,12.32541741009909,0.0733655798220184,1.4994425073113247,9.999999999999998,0.059523809523809514,0.017857142857142856,0.05550843696487554,True,False,False,29.45458258990091,3.737540443698059,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2907,L2,TypeB,25.17,1.12,8.33,9.33,10.33,11.33,0.83,0.93,1.03,1.13,Normal,50,False,40.14789501821659,14.430852872013737,65.86493716441944,28.81789501821659,28.81789501821659,31.81789501821659,0.18939223225128923,3.8196752722949086,3.0,0.017857142857142856,0.017857142857142856,0.17153508939414638,True,False,True,9.852104981783413,-15.864937164419445,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2908,L2,TypeA,34.94,1.12,8.95,8.95,8.95,8.95,0.9,0.9,0.9,0.9,High_Stable,50,True,8.98617598505662,-16.73086616114623,34.70321813125947,0.03617598505662123,0.03617598505662123,0.03617598505662123,0.00021533324438465016,0.004042009503533099,0.0,0.0,0.017857142857142856,-0.017641809612758207,False,False,False,41.01382401494338,15.296781868740531,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C2909,L2,TypeC,33.57,1.11,8.21,9.21,10.21,11.21,0.82,0.92,1.02,1.12,Normal,50,False,35.332655471356695,9.615613325153845,61.049697617559545,24.122655471356694,24.122655471356694,27.122655471356694,0.1614443778056946,3.3036121158777942,3.0,0.017857142857142856,0.017857142857142856,0.14358723494855175,True,False,True,14.667344528643305,-11.049697617559545,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2910,L2,TypeC,25.99,1.24,10.72,11.72,30.72,32.72,1.07,1.17,3.07,3.27,Sudden_Anomaly,50,True,34.09937180648218,8.382329660279332,59.81641395268503,1.3793718064821832,1.3793718064821832,23.379371806482183,0.1391629274195368,2.180911549112144,22.0,0.13095238095238096,0.017857142857142856,0.12130578456239396,True,False,True,15.900628193517818,-9.816413952685032,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2911,L2,TypeA,30.21,1.22,13.91,15.91,18.91,23.91,1.39,1.59,1.89,2.39,Latent_Defect,50,True,24.952849502777212,-0.7641926434256376,50.66989164898006,1.0428495027772122,1.0428495027772122,11.042849502777212,0.06573124704034054,0.7938784689271899,10.0,0.05952380952380952,0.017857142857142856,0.04787410418319769,True,False,True,25.047150497222788,-0.6698916489800624,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2912,L2,TypeB,30.47,1.15,14.13,15.13,16.13,17.13,1.41,1.51,1.61,1.71,Normal,50,False,35.68209243739843,9.965050291195581,61.39913458360128,18.552092437398432,18.552092437398432,21.55209243739843,0.12828626450832398,1.5252719347061874,2.9999999999999982,0.017857142857142846,0.017857142857142856,0.11042912165118113,True,False,True,14.317907562601569,-11.399134583601281,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2913,L2,TypeB,25.54,1.15,10.85,11.85,12.85,60.0,1.08,1.18,1.28,6.0,Absolute_Failure,50,True,38.034762327884174,12.317720181681324,63.751804474087024,-21.965237672115826,21.965237672115826,27.184762327884172,0.16181406147550104,2.5055080486529193,49.15,0.2925595238095238,0.017857142857142856,0.1439569186183582,True,False,True,11.965237672115826,-13.751804474087024,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2914,L2,TypeC,30.34,1.09,12.97,13.97,32.97,34.97,1.3,1.4,3.3,3.5,Sudden_Anomaly,50,True,34.476958481439155,8.759916335236305,60.194000627642005,-0.4930415185608439,0.4930415185608439,21.506958481439156,0.1280176100085664,1.658208055623682,22.0,0.13095238095238096,0.017857142857142856,0.11016046715142355,True,False,True,15.523041518560845,-10.194000627642005,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2915,L2,TypeC,32.9,1.26,12.51,12.51,12.51,12.51,1.25,1.25,1.25,1.25,High_Stable,50,True,13.219141893480037,-12.497900252722813,38.936184039682885,0.7091418934800373,0.7091418934800373,0.7091418934800373,0.004221082699285937,0.056686002676261976,0.0,0.0,0.017857142857142856,-0.01363606015785692,False,False,False,36.780858106519965,11.063815960317115,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C2916,L2,TypeB,27.26,1.26,8.62,9.62,28.62,30.62,0.86,0.96,2.86,3.06,Sudden_Anomaly,50,True,31.94013926980746,6.22309712360461,57.65718141601031,1.3201392698074592,1.3201392698074592,23.320139269807463,0.138810352796473,2.705352583504346,22.0,0.13095238095238096,0.017857142857142856,0.12095320993933015,True,False,True,18.05986073019254,-7.65718141601031,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2917,L2,TypeC,25.26,1.18,14.22,15.22,16.22,60.0,1.42,1.52,1.62,6.0,Absolute_Failure,50,True,49.885575587326684,24.168533441123834,75.60261773352954,-10.114424412673316,10.114424412673316,35.665575587326686,0.21229509278170647,2.5081276784336626,45.78,0.2725,0.017857142857142856,0.19443794992456362,True,False,True,0.1144244126733156,-25.60261773352954,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2918,L2,TypeB,30.28,1.08,10.17,12.17,15.17,20.17,1.02,1.22,1.52,2.02,Latent_Defect,50,True,20.46039706471455,-5.256645081488301,46.1774392109174,0.29039706471454707,0.29039706471454707,10.290397064714549,0.061252363480443744,1.0118384527742919,10.000000000000002,0.059523809523809534,0.017857142857142856,0.04339522062330089,True,False,False,29.53960293528545,3.822560789082601,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2919,L2,TypeA,34.4,1.21,9.02,11.02,14.02,19.02,0.9,1.1,1.4,1.9,Latent_Defect,50,True,25.440317716949966,-0.27672442925288365,51.15735986315282,6.420317716949967,6.420317716949967,16.420317716949967,0.09773998641041647,1.8204343366906837,10.0,0.05952380952380952,0.017857142857142856,0.0798828435532736,True,False,True,24.559682283050034,-1.15735986315282,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2920,L2,TypeA,33.08,1.2,12.3,13.3,32.3,34.3,1.23,1.33,3.23,3.43,Sudden_Anomaly,50,True,36.28923955464555,10.572197408442698,62.0062817008484,1.9892395546455504,1.9892395546455504,23.989239554645547,0.14279309258717587,1.9503446792394752,21.999999999999996,0.13095238095238093,0.017857142857142856,0.12493594973003302,True,False,True,13.710760445354452,-12.006281700848398,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2921,L2,TypeB,33.08,1.09,11.43,11.43,11.43,11.43,1.14,1.14,1.14,1.14,High_Stable,50,True,11.874672745139101,-13.842369401063749,37.59171489134195,0.44467274513910127,0.44467274513910127,0.44467274513910127,0.002646861578208936,0.03890400219939644,0.0,0.0,0.017857142857142856,-0.01521028127893392,False,False,False,38.1253272548609,12.408285108658049,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C2922,L2,TypeB,34.39,1.15,12.3,14.3,17.3,22.3,1.23,1.43,1.73,2.23,Latent_Defect,50,True,22.629491728222565,-3.0875504179802853,48.34653387442542,0.329491728222564,0.329491728222564,10.329491728222564,0.06148506981084859,0.839796075465249,10.0,0.05952380952380952,0.017857142857142856,0.04362792695370574,True,False,False,27.370508271777435,1.6534661255745817,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2923,L2,TypeB,31.49,1.13,12.01,14.01,17.01,22.01,1.2,1.4,1.7,2.2,Latent_Defect,50,True,22.667514033322835,-3.049528112880015,48.38455617952569,0.6575140333228333,0.6575140333228333,10.657514033322835,0.06343758353168354,0.887386680543117,10.000000000000002,0.059523809523809534,0.017857142857142856,0.04558044067454068,True,False,False,27.332485966677165,1.6154438204743116,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2924,L2,TypeC,31.43,1.22,11.91,11.91,11.91,11.91,1.19,1.19,1.19,1.19,High_Stable,50,True,11.989258953033422,-13.727783193169428,37.70630109923627,0.07925895303342223,0.07925895303342223,0.07925895303342223,0.000471779482341799,0.006654823932277266,0.0,0.0,0.017857142857142856,-0.017385363374801056,False,False,False,38.01074104696658,12.29369890076373,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C2925,L2,TypeB,33.71,1.08,14.38,15.38,34.38,36.38,1.44,1.54,3.44,3.64,Sudden_Anomaly,50,True,40.825623638211916,15.108581492009066,66.54266578441477,4.445623638211913,4.445623638211913,26.445623638211913,0.15741442641792805,1.8390558858283665,22.0,0.13095238095238096,0.017857142857142856,0.1395572835607852,True,False,True,9.174376361788084,-16.542665784414766,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2926,L2,TypeB,26.23,1.24,13.57,15.57,18.57,23.57,1.36,1.56,1.86,2.36,Latent_Defect,50,True,23.581406491480724,-2.135635654722126,49.29844863768358,0.011406491480723702,0.011406491480723702,10.011406491480724,0.05959170530643288,0.7377602425556907,10.0,0.05952380952380952,0.017857142857142856,0.041734562449290025,True,False,False,26.418593508519276,0.7015513623164225,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2927,L2,TypeB,34.09,1.26,9.24,9.24,9.24,9.24,0.92,0.92,0.92,0.92,High_Stable,50,True,12.514444481383913,-13.202597664818937,38.23148662758676,3.274444481383913,3.274444481383913,3.274444481383913,0.01949074096061853,0.35437710837488234,0.0,0.0,0.017857142857142856,0.0016335981034756725,True,False,False,37.48555551861609,11.768513372413238,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2928,L2,TypeA,28.22,1.24,8.08,10.08,13.08,18.08,0.81,1.01,1.31,1.81,Latent_Defect,50,True,21.663518155333175,-4.0535239908696745,47.38056030153602,3.583518155333177,3.583518155333177,13.583518155333175,0.08085427473412604,1.6811284845709376,9.999999999999998,0.059523809523809514,0.017857142857142856,0.06299713187698319,True,False,False,28.336481844666825,2.619439698463978,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2929,L2,TypeB,28.17,1.22,13.62,14.62,33.62,35.62,1.36,1.46,3.36,3.56,Sudden_Anomaly,50,True,34.0974031476351,8.380361001432249,59.81444529383795,-1.5225968523648987,1.5225968523648987,20.4774031476351,0.12188930445020893,1.5034804073153527,22.0,0.13095238095238096,0.017857142857142856,0.10403216159306608,True,False,True,15.902596852364901,-9.814445293837949,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2930,L2,TypeA,34.14,1.1,9.27,10.27,11.27,12.27,0.93,1.03,1.13,1.23,Normal,50,False,29.399044847852153,3.682002701649303,55.116086994055,17.129044847852153,17.129044847852153,20.129044847852153,0.1198157431419771,2.1714179986895528,3.0,0.017857142857142856,0.017857142857142856,0.10195860028483425,True,False,True,20.600955152147847,-5.116086994055003,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2931,L2,TypeA,34.49,1.09,12.15,12.15,12.15,12.15,1.22,1.22,1.22,1.22,High_Stable,50,True,12.402835575981443,-13.314206570221407,38.11987772218429,0.25283557598144313,0.25283557598144313,0.25283557598144313,0.001504973666556209,0.020809512426456223,0.0,0.0,0.017857142857142856,-0.016352169190586647,False,False,False,37.59716442401856,11.880122277815708,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C2932,L2,TypeA,28.94,1.06,12.28,12.28,12.28,12.28,1.23,1.23,1.23,1.23,High_Stable,50,True,12.451208534280656,-13.265833611922194,38.16825068048351,0.17120853428065708,0.17120853428065708,0.17120853428065708,0.0010190984183372446,0.013942063052170772,0.0,0.0,0.017857142857142856,-0.016838044438805613,False,False,False,37.54879146571935,11.83174931951649,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C2933,L2,TypeB,27.97,1.04,14.44,16.44,19.44,24.44,1.44,1.64,1.94,2.44,Latent_Defect,50,True,24.44585627254264,-1.2711858736602117,50.162898418745485,0.005856272542636987,0.005856272542636987,10.005856272542639,0.05955866828894428,0.6929263346636176,10.000000000000002,0.059523809523809534,0.017857142857142856,0.041701525431801424,True,False,True,25.55414372745736,-0.16289841874548472,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2934,L2,TypeA,33.49,1.2,9.59,11.59,14.59,19.59,0.96,1.16,1.46,1.96,Latent_Defect,50,True,24.026436606167355,-1.6906055400354951,49.74347875237021,4.436436606167355,4.436436606167355,14.436436606167355,0.08593117027480568,1.5053635668579097,10.0,0.05952380952380952,0.017857142857142856,0.06807402741766283,True,False,False,25.973563393832645,0.25652124762979156,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2935,L2,TypeB,33.96,1.12,13.5,14.5,33.5,35.5,1.35,1.45,3.35,3.55,Sudden_Anomaly,50,True,36.6756459383318,10.958603792128947,62.39268808453465,1.1756459383317974,1.1756459383317974,23.175645938331797,0.13795027344245117,1.7167145139505036,22.0,0.13095238095238096,0.017857142857142856,0.12009313058530832,True,False,True,13.324354061668203,-12.392688084534647,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2936,L2,TypeC,29.97,1.22,9.79,10.79,11.79,60.0,0.98,1.08,1.18,6.0,Absolute_Failure,50,True,31.182817597866098,5.465775451663248,56.89985974406895,-28.817182402133902,28.817182402133902,21.3928175978661,0.1273381999872982,2.1851703368606845,50.21,0.29886904761904765,0.017857142857142856,0.10948105713015535,True,False,True,18.817182402133902,-6.899859744068948,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2937,L2,TypeB,28.28,1.27,9.81,10.81,11.81,12.81,0.98,1.08,1.18,1.28,Normal,50,False,33.965385823602205,8.248343677399355,59.682427969805055,21.155385823602202,21.155385823602202,24.155385823602202,0.14378205847382264,2.462322713924791,3.0,0.017857142857142856,0.017857142857142856,0.1259249156166798,True,False,True,16.034614176397795,-9.682427969805055,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2938,L2,TypeC,25.8,1.13,14.73,15.73,16.73,17.73,1.47,1.57,1.67,1.77,Normal,50,False,38.29166612372327,12.574623977520417,64.00870826992612,20.561666123723267,20.561666123723267,23.561666123723267,0.14024801264120992,1.5995700016105407,3.0,0.017857142857142856,0.017857142857142856,0.12239086978406707,True,False,True,11.708333876276733,-14.008708269926117,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2939,L2,TypeB,32.07,1.07,8.85,9.85,28.85,30.85,0.89,0.99,2.89,3.09,Sudden_Anomaly,50,True,32.99087330486221,7.2738311586593625,58.70791545106506,2.140873304862211,2.140873304862211,24.14087330486221,0.14369567443370362,2.7277822943347134,22.0,0.13095238095238096,0.017857142857142856,0.12583853157656077,True,False,True,17.009126695137788,-8.707915451065062,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2940,L2,TypeA,26.84,1.08,12.32,12.32,12.32,12.32,1.23,1.23,1.23,1.23,High_Stable,50,True,12.647842810954616,-13.069199335248234,38.364884957157464,0.32784281095461587,0.32784281095461587,0.32784281095461587,0.001951445303301285,0.02661061777229025,0.0,0.0,0.017857142857142856,-0.01590569755384157,False,False,False,37.352157189045386,11.635115042842536,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C2941,L2,TypeB,29.62,1.25,9.26,10.26,11.26,60.0,0.93,1.03,1.13,6.0,Absolute_Failure,50,True,29.29217332711341,3.57513118091056,55.00921547331626,-30.70782667288659,30.70782667288659,20.032173327113412,0.11923912694710365,2.163301655195833,50.74,0.3020238095238095,0.017857142857142856,0.1013819840899608,True,False,True,20.70782667288659,-5.00921547331626,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2942,L2,TypeC,31.29,1.29,12.95,13.95,14.95,60.0,1.29,1.39,1.49,6.0,Absolute_Failure,50,True,36.96337922814263,11.246337081939778,62.68042137434548,-23.036620771857372,23.036620771857372,24.01337922814263,0.1429367811198966,1.8543149983121723,47.05,0.2800595238095238,0.017857142857142856,0.12507963826275376,True,False,True,13.036620771857372,-12.680421374345478,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2943,L2,TypeC,32.97,1.17,14.15,15.15,34.15,36.15,1.42,1.52,3.42,3.62,Sudden_Anomaly,50,True,43.112390625998074,17.395348479795224,68.82943277220093,6.962390625998076,6.962390625998076,28.962390625998076,0.17239518229760759,2.0468120583744223,22.0,0.13095238095238096,0.017857142857142856,0.15453803944046474,True,False,True,6.887609374001926,-18.82943277220093,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2944,L2,TypeC,27.6,1.08,12.72,13.72,14.72,15.72,1.27,1.37,1.47,1.57,Normal,50,False,36.38500516095962,10.667963014756772,62.10204730716247,20.665005160959623,20.665005160959623,23.665005160959623,0.140863125958093,1.8604563805785865,3.0,0.017857142857142856,0.017857142857142856,0.12300598310095015,True,False,True,13.614994839040378,-12.102047307162472,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2945,L2,TypeA,28.77,1.14,13.35,14.35,15.35,60.0,1.33,1.43,1.53,6.0,Absolute_Failure,50,True,37.11951987491717,11.402477728714317,62.83656202112002,-22.880480125082833,22.880480125082833,23.769519874917165,0.1414852373506974,1.780488380143608,46.65,0.27767857142857144,0.017857142857142856,0.12362809449355455,True,False,True,12.880480125082833,-12.836562021120017,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2946,L2,TypeC,25.04,1.11,10.96,11.96,12.96,60.0,1.1,1.2,1.3,6.0,Absolute_Failure,50,True,38.76497415087865,13.0479320046758,64.4820162970815,-21.23502584912135,21.23502584912135,27.80497415087865,0.16550579851713482,2.5369501962480516,49.04,0.2919047619047619,0.017857142857142856,0.14764865565999197,True,False,True,11.23502584912135,-14.4820162970815,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2947,L2,TypeA,34.07,1.1,8.84,8.84,8.84,8.84,0.88,0.88,0.88,0.88,High_Stable,50,True,8.839715292658731,-16.87732685354412,34.55675743886158,-0.0002847073412688417,0.0002847073412688417,-0.0002847073412688417,-1.6946865551716767e-06,-3.2206712813217383e-05,0.0,0.0,0.017857142857142856,-0.017858837543698027,False,False,False,41.16028470734127,15.443242561138419,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C2948,L2,TypeC,25.04,1.08,14.73,15.73,16.73,60.0,1.47,1.57,1.67,6.0,Absolute_Failure,50,True,45.79308682922692,20.076044683024072,71.51012897542978,-14.206913170773078,14.206913170773078,31.063086829226922,0.18489932636444598,2.108831420857225,45.269999999999996,0.2694642857142857,0.017857142857142856,0.16704218350730313,True,False,True,4.206913170773078,-21.51012897542978,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2949,L2,TypeB,27.45,1.08,8.3,8.3,8.3,8.3,0.83,0.83,0.83,0.83,High_Stable,50,True,8.300116597638468,-17.416925548564382,34.01715874384132,0.00011659763846694204,0.00011659763846694204,0.00011659763846694204,6.940335623032265e-07,1.404790824902916e-05,0.0,0.0,0.017857142857142856,-0.01785644882358055,False,False,False,41.699883402361536,15.982841256158679,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C2950,L2,TypeC,27.43,1.07,12.64,13.64,14.64,15.64,1.26,1.36,1.46,1.56,Normal,50,False,35.01331782508346,9.296275678880612,60.73035997128631,19.37331782508346,19.37331782508346,22.37331782508346,0.13317451086359203,1.7700409671743245,3.0,0.017857142857142856,0.017857142857142856,0.11531736800644918,True,False,True,14.986682174916538,-10.730359971286312,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2951,L2,TypeC,34.39,1.02,12.42,14.42,17.42,22.42,1.24,1.44,1.74,2.24,Latent_Defect,50,True,22.7755846311315,-2.941457515071349,48.49262677733435,0.3555846311314994,0.3555846311314994,10.355584631131501,0.06164038470911608,0.8337829815725847,10.000000000000002,0.059523809523809534,0.017857142857142856,0.04378324185197322,True,False,False,27.2244153688685,1.5073732226656489,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2952,L2,TypeA,29.69,1.09,8.13,8.13,8.13,8.13,0.81,0.81,0.81,0.81,High_Stable,50,True,8.121442319277948,-17.595599826924904,33.838484465480796,-0.008557680722052652,0.008557680722052652,-0.008557680722052652,-5.093857572650388e-05,-0.0010526052548650248,0.0,0.0,0.017857142857142856,-0.01790808143286936,False,False,False,41.878557680722054,16.161515534519204,LOW,NORMAL,Predicted 168h behavior remains within the dynamic safety boundary.
C2953,L2,TypeB,32.08,1.13,9.65,10.65,29.65,31.65,0.97,1.07,2.97,3.17,Sudden_Anomaly,50,True,30.96100597866242,5.2439638324595705,56.67804812486527,-0.688994021337578,0.688994021337578,21.311005978662422,0.1268512260634668,2.2083944019339294,22.0,0.13095238095238096,0.017857142857142856,0.10899408320632395,True,False,True,19.03899402133758,-6.6780481248652706,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2954,L2,TypeA,32.96,1.16,9.6,9.6,9.6,9.6,0.96,0.96,0.96,0.96,High_Stable,50,True,14.625751486494927,-11.091290659707923,40.34279363269778,5.0257514864949275,5.0257514864949275,5.0257514864949275,0.029915187419612663,0.5235157798432216,0.0,0.0,0.017857142857142856,0.012058044562469807,True,False,False,35.37424851350507,9.657206367302223,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2955,L2,TypeA,31.06,1.12,14.1,16.1,19.1,24.1,1.41,1.61,1.91,2.41,Latent_Defect,50,True,24.098542992603306,-1.6184991535995437,49.815585138806156,-0.0014570073966950758,0.0014570073966950758,9.998542992603307,0.059515136860733966,0.7091165242981069,10.000000000000002,0.059523809523809534,0.017857142857142856,0.04165799400359111,True,False,False,25.901457007396694,0.18441486119384365,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2956,L2,TypeA,30.15,1.16,11.67,12.67,31.67,33.67,1.17,1.27,3.17,3.37,Sudden_Anomaly,50,True,36.43267613430201,10.715633988099157,62.14971828050486,2.762676134302005,2.762676134302005,24.762676134302005,0.14739688175179766,2.1219088375580126,22.0,0.13095238095238096,0.017857142857142856,0.1295397388946548,True,False,True,13.567323865697993,-12.149718280504857,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
C2957,L2,TypeA,30.17,1.3,12.09,13.09,14.09,15.09,1.21,1.31,1.41,1.51,Normal,50,False,33.285889820551496,7.568847674348646,59.002931966754346,18.195889820551496,18.195889820551496,21.195889820551496,0.12616601083661605,1.7531753366874687,3.0,0.017857142857142856,0.017857142857142856,0.1083088679794732,True,False,True,16.714110179448504,-9.002931966754346,HIGH,PREDICTED_FAILURE,Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift
