component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,iddq_96h_uA,iddq_168h_uA,absolute_limit_uA,ground_truth,static_pass_168h,drift_0_24_uA_per_h,drift_24_96_uA_per_h,drift_96_168_uA_per_h,overall_drift_uA_per_h,lot_baseline_mean_uA,lot_baseline_std_uA,iddq_24h_zscore,iddq_96h_zscore,iddq_168h_zscore
C050314,LOT-005,IC_A,125.14,3.317,12.261,12.091,12.653,12.841,50.0,Normal,True,-0.00708333333333333,0.007805555555555572,0.002611111111111095,0.003452380952380953,13.060988,4.494286612596969,-0.21582691172415122,-0.09077925712535913,-0.04894836911010518
C070029,LOT-007,IC_A,125.38,3.305,11.187,11.474,12.014,12.333,50.0,Normal,True,0.011958333333333368,0.0074999999999999884,0.004430555555555567,0.006821428571428576,10.989696,3.957974929515009,0.12236156333090874,0.2587949692055054,0.339391740453647
C020090,LOT-002,IC_A,126.04,3.272,21.994,29.267,41.112,57.337,50.0,Absolute_Failure,False,0.30304166666666665,0.16451388888888893,0.22534722222222225,0.21037500000000003,11.022252,4.154165292215281,4.391916718910978,7.243271724499464,11.148990168203406
C080342,LOT-008,IC_A,123.35,3.343,8.37,8.59,8.892,9.485,50.0,Normal,True,0.009166666666666693,0.004194444444444439,0.00823611111111111,0.006636904761904763,11.11735,3.8795692423918693,-0.6514511900918707,-0.5736074963384353,-0.4207554751603321
C070082,LOT-007,IC_A,125.32,3.294,10.207,10.351,10.617,11.317,50.0,Normal,True,0.006000000000000005,0.0036944444444444446,0.009722222222222212,0.006607142857142854,10.989696,3.957974929515009,-0.16136938999718783,-0.09416330488118271,0.08269481384514632
C080416,LOT-008,IC_A,122.98,3.33,8.442,8.653,8.967,9.338,50.0,Normal,True,0.008791666666666679,0.004361111111111112,0.00515277777777776,0.005333333333333327,11.11735,3.8795692423918693,-0.6352122738452929,-0.5542754531877475,-0.45864627973567984
C050045,LOT-005,IC_A,125.12,3.317,11.178,11.03,11.515,11.745,50.0,Normal,True,-0.006166666666666727,0.006736111111111128,0.0031944444444444255,0.0033749999999999904,13.060988,4.494286612596969,-0.451904423342155,-0.3439896324517383,-0.2928135460500978
C040147,LOT-004,IC_A,126.07,3.26,8.934,9.035,9.165,9.463,50.0,Normal,True,0.0042083333333333695,0.0018055555555555418,0.00413888888888889,0.0031488095238095233,10.701696,3.832831406253284,-0.4348471986742691,-0.4009297141254044,-0.323180403390314
C010056,LOT-001,IC_A,126.13,3.317,9.719,9.95,10.101,10.222,50.0,Normal,True,0.009624999999999995,0.0020972222222222442,0.001680555555555537,0.0029940476190476197,11.623093999999998,4.010721666950165,-0.41715534981819224,-0.3795062650551438,-0.3493371309072712
C040242,LOT-004,IC_A,126.41,3.267,9.683,9.828,9.989,10.063,50.0,Normal,True,0.006041666666666649,0.00223611111111113,0.0010277777777777757,0.0022619047619047666,10.701696,3.832831406253284,-0.2279505429261932,-0.18594504283106014,-0.16663816701093706
C100025,LOT-010,IC_A,124.58,3.291,11.716,11.879,12.143,12.791,50.0,Normal,True,0.006791666666666678,0.003666666666666682,0.008999999999999996,0.006398809523809531,12.905142,4.3537982539741815,-0.23568891807591902,-0.17505220856393833,-0.02621664885271374
C100074,LOT-010,IC_A,124.8,3.287,11.967,12.174,12.662,13.298,50.0,Normal,True,0.008624999999999957,0.006777777777777796,0.008833333333333323,0.007922619047619045,12.905142,4.3537982539741815,-0.16793198888639546,-0.05584595009152225,0.09023339555097586
C010223,LOT-001,IC_A,126.25,3.302,9.615,9.864,10.044,10.205,50.0,Normal,True,0.010375000000000023,0.002499999999999996,0.0022361111111111054,0.0035119047619047612,11.623093999999998,4.010721666950165,-0.43859787491502716,-0.3937181712239766,-0.35357576958920367
C050353,LOT-005,IC_A,125.18,3.308,11.831,11.552,12.124,12.31,50.0,Normal,True,-0.011624999999999996,0.007944444444444457,0.0025833333333333324,0.002851190476190482,13.060988,4.494286612596969,-0.3357569576827789,-0.2084842558491329,-0.1670983772808495
C070456,LOT-007,IC_A,125.32,3.292,8.19,8.345,8.949,9.038,50.0,Normal,True,0.006458333333333381,0.008388888888888878,0.0012361111111111169,0.0050476190476190525,10.989696,3.957974929515009,-0.6681942273757827,-0.5155909363604931,-0.4931046898367169
C050143,LOT-005,IC_A,125.11,3.309,13.457,13.634,13.775,14.292,50.0,Normal,True,0.007374999999999983,0.0019583333333333336,0.007180555555555548,0.00497023809523809,13.060988,4.494286612596969,0.12749787661381307,0.15887104262525373,0.2739059846672027
C030302,LOT-003,IC_A,125.38,3.313,10.357,10.314,11.026,11.291,50.0,Normal,True,-0.0017916666666666359,0.009888888888888885,0.0036805555555555636,0.005559523809523815,11.715506,3.855729485024512,-0.363486599732525,-0.1788263421171043,-0.11009745410012872
C050430,LOT-005,IC_A,125.29,3.305,12.218,12.359,12.826,13.186,50.0,Normal,True,0.005875000000000001,0.006486111111111119,0.004999999999999992,0.0057619047619047615,13.060988,4.494286612596969,-0.1561956458300653,-0.052285939962385834,0.027815760492356144
C050484,LOT-005,IC_A,125.44,3.309,11.573,11.926,12.286,12.817,50.0,Normal,True,0.014708333333333323,0.004999999999999992,0.007375000000000008,0.007404761904761904,13.060988,4.494286612596969,-0.25254019109924114,-0.17243849064449918,-0.05428848247375446
C070228,LOT-007,IC_A,125.6,3.291,10.476,10.462,11.142,11.662,50.0,Normal,True,-0.0005833333333333801,0.009444444444444441,0.007222222222222241,0.007059523809523809,10.989696,3.957974929515009,-0.13332474545629877,0.03848028416356384,0.16986060093169447
C090363,LOT-009,IC_A,124.84,3.276,11.855,11.839,12.142,12.531,50.0,Normal,True,-0.0006666666666666673,0.00420833333333332,0.005402777777777794,0.004023809523809525,11.39196,3.751426574663322,0.11916533380108113,0.1999346075612086,0.3036284936756963
C090144,LOT-009,IC_A,124.72,3.284,8.917,9.138,9.413,9.832,50.0,Normal,True,0.009208333333333337,0.0038194444444444495,0.005819444444444451,0.005446428571428577,11.39196,3.751426574663322,-0.6008274332817735,-0.5275219867998093,-0.4158311428872894
C030121,LOT-003,IC_A,125.62,3.306,10.029,11.468,17.083,31.564,50.0,Latent_Defect,True,0.059958333333333336,0.07798611111111109,0.20112500000000003,0.1281845238095238,11.715506,3.855729485024512,-0.06419174399067731,1.3920826190859903,5.147792156345694
C040128,LOT-004,IC_A,126.2,3.264,10.75,11.084,11.255,11.261,50.0,Normal,True,0.013916666666666652,0.002375000000000016,8.333333333331182e-05,0.003041666666666662,10.701696,3.832831406253284,0.09974453856130186,0.14435907592942449,0.14592449829321785
C010012,LOT-001,IC_A,126.55,3.299,17.907,31.946,47.49,64.569,50.0,Absolute_Failure,False,0.5849583333333334,0.2158888888888889,0.23720833333333335,0.27775000000000005,11.623093999999998,4.010721666950165,5.067144441228194,8.942756186637586,13.201092071856776
C070204,LOT-007,IC_A,125.45,3.295,10.25,11.817,25.45,36.843,50.0,Latent_Defect,True,0.06529166666666668,0.18934722222222222,0.15823611111111116,0.1582916666666667,10.989696,3.957974929515009,0.20902204150681006,3.653460230929733,6.5319524404284035
C040123,LOT-004,IC_A,126.13,3.255,9.463,9.653,10.043,10.77,50.0,Normal,True,0.00791666666666672,0.0054166666666666495,0.010097222222222226,0.007779761904761907,10.701696,3.832831406253284,-0.2736086952035111,-0.17185624155691664,0.017820768189428095
C060349,LOT-006,IC_A,127.37,3.303,9.739,10.1,10.242,10.725,50.0,Normal,True,0.01504166666666662,0.0019722222222222393,0.006708333333333316,0.005869047619047612,11.337624,3.811839389807939,-0.32467894720568446,-0.2874265906715452,-0.16071611034767852
C100206,LOT-010,IC_A,124.83,3.283,11.432,11.731,12.244,12.78,50.0,Normal,True,0.012458333333333313,0.0071249999999999985,0.007444444444444438,0.008023809523809518,12.905142,4.3537982539741815,-0.2696822249235443,-0.1518540734854915,-0.028743178415713153
C080479,LOT-008,IC_A,123.15,3.334,8.897,12.183,21.848,32.657,50.0,Latent_Defect,True,0.13691666666666666,0.1342361111111111,0.15012499999999995,0.1414285714285714,11.11735,3.8795692423918693,0.2746825571137364,2.765938517799011,5.552072576676106
C070333,LOT-007,IC_A,125.52,3.296,12.234,12.028,12.84,12.906,50.0,Normal,True,-0.008583333333333313,0.011277777777777769,0.0009166666666666767,0.0040000000000000036,10.989696,3.957974929515009,0.2623321315800322,0.46748754930257397,0.48416274335391374
C080491,LOT-008,IC_A,123.07,3.331,8.699,8.52,9.027,9.13,50.0,Normal,True,-0.007458333333333345,0.007041666666666662,0.0014305555555555768,0.002565476190476196,11.11735,3.8795692423918693,-0.6694944303658458,-0.5388098186671978,-0.5122604794069198
C090297,LOT-009,IC_A,124.92,3.279,10.269,10.52,10.902,10.987,50.0,Normal,True,0.01045833333333331,0.005305555555555551,0.0011805555555555675,0.0042738095238095235,11.39196,3.751426574663322,-0.23243424405241228,-0.1306063147574659,-0.1079482676630404
C040392,LOT-004,IC_A,126.35,3.26,9.598,9.706,9.748,9.932,50.0,Normal,True,0.0044999999999999485,0.0005833333333333308,0.00255555555555557,0.001988095238095236,10.701696,3.832831406253284,-0.2597807976566664,-0.2488228411101101,-0.20081655528710102
C040308,LOT-004,IC_A,126.09,3.251,23.023,23.388,23.9,24.057,50.0,High_Stable,True,0.015208333333333416,0.007111111111111068,0.002180555555555556,0.006154761904761898,10.701696,3.832831406253284,3.3099039992477186,3.443486707624786,3.4844485928107227
C060328,LOT-006,IC_A,127.18,3.305,9.663,9.477,9.935,9.844,50.0,Normal,True,-0.007749999999999997,0.006361111111111113,-0.0012638888888889038,0.0010773809523809473,11.337624,3.811839389807939,-0.4881171029857446,-0.3679651361361978,-0.39183812518272376
C060196,LOT-006,IC_A,127.48,3.303,7.731,7.771,8.187,8.6,50.0,Normal,True,0.001666666666666668,0.005777777777777771,0.005736111111111115,0.0051726190476190466,11.337624,3.811839389807939,-0.9356700624733577,-0.8265363982606692,-0.7181897556648987
C020194,LOT-002,IC_A,125.96,3.263,9.98,10.009,10.071,10.185,50.0,Normal,True,0.0012083333333333297,0.0008611111111111026,0.001583333333333344,0.0012202380952380956,11.022252,4.154165292215281,-0.2439122973509957,-0.2289875180900008,-0.20154518202946137
C020431,LOT-002,IC_A,125.87,3.269,9.376,9.347,9.639,9.952,50.0,Normal,True,-0.0012083333333333297,0.004055555555555553,0.004347222222222231,0.0034285714285714314,11.022252,4.154165292215281,-0.40327042429903964,-0.332979528424676,-0.2576334653812654
C100101,LOT-010,IC_A,124.75,3.286,10.592,10.596,10.88,11.295,50.0,Normal,True,0.0001666666666666483,0.003944444444444454,0.005763888888888877,0.004184523809523806,12.905142,4.3537982539741815,-0.5303741389239146,-0.4651437392973901,-0.3698246694206029
C010363,LOT-001,IC_A,126.28,3.311,10.248,10.541,10.951,11.025,50.0,Normal,True,0.012208333333333377,0.005694444444444446,0.0010277777777777757,0.004625000000000006,11.623093999999998,4.010721666950165,-0.2698003226992424,-0.16757433095851598,-0.14912378610775076
C020453,LOT-002,IC_A,125.96,3.272,11.388,11.584,11.685,12.002,50.0,Normal,True,0.008166666666666655,0.0014027777777777899,0.00440277777777778,0.0036547619047619094,11.022252,4.154165292215281,0.135225240327507,0.1595381871881604,0.23584713921615116
C020449,LOT-002,IC_A,126.15,3.276,8.919,9.429,9.671,10.2,50.0,Normal,True,0.02124999999999999,0.0033611111111110986,0.007347222222222221,0.007624999999999993,11.022252,4.154165292215281,-0.3835312001151428,-0.32527641654803335,-0.19793434833728543
C010215,LOT-001,IC_A,126.32,3.297,9.252,9.14,9.297,9.736,50.0,Normal,True,-0.0046666666666666705,0.002180555555555556,0.006097222222222223,0.0028809523809523807,11.623093999999998,4.010721666950165,-0.6191140164279197,-0.5799689415418366,-0.4705123308731076
C020025,LOT-002,IC_A,126.24,3.268,22.389,23.091,22.549,23.104,50.0,High_Stable,True,0.02925000000000007,-0.0075277777777778,0.007708333333333329,0.00425595238095238,11.022252,4.154165292215281,2.9052161267189565,2.774744669308322,2.908345515918842
C080457,LOT-008,IC_A,123.2,3.332,8.954,9.157,9.261,9.554,50.0,Normal,True,0.008458333333333309,0.0014444444444444333,0.004069444444444459,0.003571428571428569,11.11735,3.8795692423918693,-0.5053009438726723,-0.4784938440370525,-0.4029699954616993
C070330,LOT-007,IC_A,125.46,3.299,7.167,7.107,7.462,7.729,50.0,Normal,True,-0.0024999999999999836,0.004930555555555549,0.0037083333333333382,0.003345238095238097,10.989696,3.957974929515009,-0.9809804430660622,-0.8912881114262812,-0.8238293718549526
C010287,LOT-001,IC_A,126.69,3.315,9.106,8.959,9.134,9.424,50.0,Normal,True,-0.00612500000000001,0.0024305555555555656,0.0040277777777777655,0.0018928571428571406,11.623093999999998,4.010721666950165,-0.6642430518061431,-0.6206100065509548,-0.548303817270929
C070235,LOT-007,IC_A,125.2,3.295,9.588,9.864,10.185,10.499,50.0,Normal,True,0.011500000000000066,0.00445833333333333,0.004361111111111112,0.0054226190476190555,10.989696,3.957974929515009,-0.2844121097396483,-0.20331002958086028,-0.12397653060933544
C080234,LOT-008,IC_A,123.22,3.344,10.048,10.38,10.359,10.915,50.0,Normal,True,0.013833333333333364,-0.0002916666666666777,0.00772222222222221,0.005160714285714281,11.11735,3.8795692423918693,-0.19005976022879312,-0.19547273231098586,-0.052157852420555366
C040028,LOT-004,IC_A,125.98,3.263,8.992,9.034,9.426,10.205,50.0,Normal,True,0.0017499999999999922,0.005444444444444437,0.010819444444444444,0.00722023809523809,10.701696,3.832831406253284,-0.4351081024015679,-0.33283384130037535,-0.12958983773448474
C030197,LOT-003,IC_A,125.53,3.296,10.346,12.025,25.657,40.971,50.0,Latent_Defect,True,0.06995833333333334,0.18933333333333333,0.2126944444444444,0.18229166666666666,11.715506,3.855729485024512,0.08026859799217302,3.6157863393031504,7.587538003801118
C070435,LOT-007,IC_A,125.35,3.297,8.546,8.978,9.182,9.306,50.0,Normal,True,0.018000000000000016,0.002833333333333342,0.0017222222222222053,0.004523809523809523,10.989696,3.957974929515009,-0.5082639571561167,-0.45672244827015773,-0.42539329581006546
C090270,LOT-009,IC_A,124.85,3.287,9.039,9.506,9.678,10.348,50.0,Normal,True,0.019458333333333355,0.002388888888888897,0.009305555555555555,0.007791666666666673,11.39196,3.751426574663322,-0.5027314176259088,-0.45688219291718923,-0.2782834687611313
C070119,LOT-007,IC_A,125.15,3.285,11.447,13.798,22.189,31.403,50.0,Latent_Defect,True,0.09795833333333337,0.11654166666666667,0.1279722222222222,0.11878571428571429,10.989696,3.957974929515009,0.7095305175023218,2.8295540521203626,5.1575122034695005
C030081,LOT-003,IC_A,125.29,3.307,10.174,13.126,24.401,43.823,50.0,Latent_Defect,True,0.123,0.15659722222222222,0.26975,0.20029166666666667,11.715506,3.855729485024512,0.3658176761306254,3.2900373455321272,8.327216451440417
C080094,LOT-008,IC_A,122.73,3.335,10.654,10.931,11.004,11.468,50.0,Normal,True,0.011541666666666636,0.0010138888888888945,0.0064444444444444506,0.004845238095238095,11.11735,3.8795692423918693,-0.04803368321507535,-0.02921716121507265,0.09038374574384804
C030136,LOT-003,IC_A,125.31,3.315,20.951,20.743,21.384,22.015,50.0,High_Stable,True,-0.008666666666666748,0.008902777777777803,0.008763888888888892,0.006333333333333334,11.715506,3.855729485024512,2.3413193366034624,2.507565439316222,2.671217999084945
C080367,LOT-008,IC_A,123.17,3.339,9.86,9.861,10.183,10.46,50.0,Normal,True,4.166666666671759e-05,0.004472222222222211,0.0038472222222222362,0.00357142857142858,11.11735,3.8795692423918693,-0.32383749883155133,-0.24083859357126614,-0.169438914201393
C060087,LOT-006,IC_A,127.23,3.307,10.159,10.277,10.557,10.986,50.0,Normal,True,0.0049166666666666066,0.003888888888888905,0.005958333333333337,0.004922619047619047,11.337624,3.811839389807939,-0.2782446718074973,-0.20478932089511034,-0.09224522967577498
C010338,LOT-001,IC_A,126.62,3.315,10.228,10.267,10.524,11.022,50.0,Normal,True,0.0016249999999999876,0.0035694444444444398,0.006916666666666682,0.004726190476190479,11.623093999999998,4.010721666950165,-0.3381172049845086,-0.2740389613811753,-0.1498717811692683
C060386,LOT-006,IC_A,127.15,3.315,9.7,9.991,10.318,10.608,50.0,Normal,True,0.012125000000000016,0.004541666666666666,0.004027777777777791,0.005404761904761912,11.337624,3.811839389807939,-0.3532740659537207,-0.267488709709612,-0.191409953407497
C070480,LOT-007,IC_A,125.65,3.297,10.462,10.335,10.375,10.334,50.0,Normal,True,-0.005291666666666621,0.0005555555555555437,-0.0005694444444444496,-0.0007619047619047626,10.989696,3.957974929515009,-0.16541186128236107,-0.15530568306942819,-0.1656645157376847
C100230,LOT-010,IC_A,124.84,3.291,10.336,10.314,10.574,11.008,50.0,Normal,True,-0.0009166666666666767,0.0036111111111111083,0.006027777777777767,0.003999999999999993,12.905142,4.3537982539741815,-0.5951451695389847,-0.5354271980499131,-0.43574412256430906
C090319,LOT-009,IC_A,124.77,3.288,17.506,27.466,44.822,56.512,50.0,Absolute_Failure,False,0.41500000000000004,0.24105555555555558,0.16236111111111107,0.23217857142857143,11.39196,3.751426574663322,4.284780650796183,8.911287302217888,12.027435190851197
C040085,LOT-004,IC_A,126.22,3.264,10.16,10.258,10.418,11.092,50.0,Normal,True,0.00408333333333329,0.0022222222222222244,0.009361111111111129,0.0055476190476190495,10.701696,3.832831406253284,-0.11576194018764005,-0.07401734381980626,0.10183176837969378
C100252,LOT-010,IC_A,124.64,3.295,10.881,10.993,11.716,39.966,50.0,Sudden_Anomaly,True,0.0046666666666666705,0.010041666666666652,0.3923611111111111,0.173125,12.905142,4.3537982539741815,-0.43918939015021674,-0.27312749250945245,6.215459794283908
C020222,LOT-002,IC_A,125.94,3.268,9.988,9.982,10.54,10.956,50.0,Normal,True,-0.0002500000000000095,0.007749999999999997,0.005777777777777783,0.0057619047619047615,11.022252,4.154165292215281,-0.25041179799691315,-0.11608878464795788,-0.01594833025160402
C040288,LOT-004,IC_A,125.96,3.266,10.566,10.703,11.029,11.523,50.0,Normal,True,0.005708333333333278,0.004527777777777785,0.006861111111111108,0.005696428571428565,10.701696,3.832831406253284,0.000340218460397664,0.08539483355985908,0.21428127484554577
C070044,LOT-007,IC_A,125.63,3.299,9.59,9.357,9.929,10.122,50.0,Normal,True,-0.009708333333333355,0.007944444444444457,0.00268055555555555,0.003166666666666667,10.989696,3.957974929515009,-0.4125079185885757,-0.26798957014363217,-0.21922726026623007
C020369,LOT-002,IC_A,126.13,3.259,9.73,9.752,9.891,10.004,50.0,Normal,True,0.0009166666666666767,0.0019305555555555465,0.0015694444444444382,0.0016309523809523757,11.022252,4.154165292215281,-0.3057779146102815,-0.27231752239611534,-0.2451159085817213
C030220,LOT-003,IC_A,125.63,3.309,10.917,12.445,18.043,36.429,50.0,Latent_Defect,True,0.06366666666666669,0.07774999999999999,0.25536111111111115,0.15185714285714286,11.715506,3.855729485024512,0.18919740164171894,1.6410627417135242,6.409550798619601
C080353,LOT-008,IC_A,123.23,3.332,10.975,10.987,11.4,12.177,50.0,Normal,True,0.000500000000000019,0.005736111111111115,0.010791666666666656,0.007154761904761904,11.11735,3.8795692423918693,-0.03359909099589503,0.07285602662055805,0.27313599366168134
C060075,LOT-006,IC_A,127.47,3.305,10.174,10.106,10.713,10.78,50.0,Normal,True,-0.0028333333333333175,0.008430555555555545,0.000930555555555558,0.0036071428571428565,11.337624,3.811839389807939,-0.32310490397184755,-0.16386419681535236,-0.14628738070417407
C010114,LOT-001,IC_A,126.25,3.301,9.643,9.59,9.942,10.668,50.0,Normal,True,-0.0022083333333333677,0.004888888888888893,0.010083333333333321,0.0061011904761904675,11.623093999999998,4.010721666950165,-0.5069147572002933,-0.419150003315572,-0.23813519842833475
C020286,LOT-002,IC_A,126.0,3.27,9.926,9.852,10.174,10.501,50.0,Normal,True,-0.003083333333333327,0.004472222222222211,0.004541666666666666,0.0034226190476190433,11.022252,4.154165292215281,-0.28170568999577345,-0.2041931267370575,-0.12547695224761599
C100267,LOT-010,IC_A,124.99,3.277,25.217,25.157,25.398,26.531,50.0,High_Stable,True,-0.0024999999999999467,0.0033472222222222176,0.0157361111111111,0.007821428571428571,12.905142,4.3537982539741815,2.8140619489698238,2.8694159148500784,3.129648459838994
C030161,LOT-003,IC_A,125.61,3.298,9.765,11.832,24.695,34.554,50.0,Latent_Defect,True,0.08612500000000001,0.17865277777777777,0.13693055555555558,0.14755357142857145,11.715506,3.855729485024512,0.03021321917226271,3.3662875080868093,5.9232614966126995
C030103,LOT-003,IC_A,125.46,3.316,10.646,11.624,24.025,31.941,50.0,Latent_Defect,True,0.04074999999999999,0.1722361111111111,0.10994444444444446,0.12675595238095236,11.715506,3.855729485024512,-0.023732474063702956,3.1925201308363427,5.24556872533588
C020282,LOT-002,IC_A,126.18,3.274,8.42,8.412,8.911,9.17,50.0,Normal,True,-0.0003333333333332966,0.006930555555555539,0.003597222222222227,0.004464285714285714,11.022252,4.154165292215281,-0.6283457244446903,-0.508225323618295,-0.4458782618667189
C010176,LOT-001,IC_A,126.5,3.308,9.685,9.69,10.3,10.764,50.0,Normal,True,0.00020833333333329188,0.008472222222222239,0.006444444444444425,0.006422619047619041,11.623093999999998,4.010721666950165,-0.48198158848304307,-0.32988925930781565,-0.2141993564597744
C060030,LOT-006,IC_A,127.06,3.309,10.496,10.686,10.901,11.178,50.0,Normal,True,0.007916666666666647,0.002986111111111109,0.0038472222222222362,0.0040595238095238115,11.337624,3.811839389807939,-0.17094739136761802,-0.11454417548846402,-0.04187584619299551
C070004,LOT-007,IC_A,125.5,3.283,9.595,9.736,10.161,10.874,50.0,Normal,True,0.005875000000000001,0.005902777777777763,0.009902777777777792,0.007613095238095237,10.989696,3.957974929515009,-0.31675188002103427,-0.20937373650862037,-0.02923110986308764
C030385,LOT-003,IC_A,125.39,3.314,10.844,10.707,10.973,11.04,50.0,Normal,True,-0.005708333333333278,0.0036944444444444446,0.0009305555555555332,0.001166666666666665,11.715506,3.855729485024512,-0.26156036203187827,-0.19257211972049915,-0.17519538199545293
C040185,LOT-004,IC_A,126.15,3.271,9.174,9.111,9.348,9.282,50.0,Normal,True,-0.0026249999999999516,0.003291666666666668,-0.0009166666666666767,0.0006428571428571461,10.701696,3.832831406253284,-0.4150185153995479,-0.3531843320296941,-0.3704039780314258
C080073,LOT-008,IC_A,123.42,3.331,10.328,11.906,22.218,33.509,50.0,Latent_Defect,True,0.06575000000000004,0.14322222222222222,0.15681944444444446,0.13798214285714286,11.11735,3.8795692423918693,0.20328287774386375,2.861309930675737,5.771684586867918
C040276,LOT-004,IC_A,126.4,3.261,9.546,10.837,21.362,37.609,50.0,Latent_Defect,True,0.05379166666666668,0.14618055555555554,0.2256527777777778,0.16704166666666667,10.701696,3.832831406253284,0.03530131791845852,2.7813130477400225,7.020215905166244
C010453,LOT-001,IC_A,126.37,3.311,10.031,10.271,10.641,10.98,50.0,Normal,True,0.010000000000000009,0.005138888888888878,0.004708333333333339,0.005648809523809523,11.623093999999998,4.010721666950165,-0.33711987823581824,-0.24486715398199216,-0.1603437120305134
C060330,LOT-006,IC_A,127.17,3.309,9.729,9.644,11.139,28.694,50.0,Sudden_Anomaly,True,-0.0035416666666666283,0.020763888888888877,0.24381944444444445,0.11288690476190476,11.337624,3.811839389807939,-0.4443062329772855,-0.05210712721293547,4.553281034454735
C050442,LOT-005,IC_A,125.14,3.312,11.203,11.335,11.808,11.93,50.0,Normal,True,0.00550000000000006,0.00656944444444443,0.0016944444444444429,0.004327380952380954,13.060988,4.494286612596969,-0.3840404826791093,-0.2787957484705178,-0.25165017220529967
C090097,LOT-009,IC_A,125.11,3.282,11.073,11.046,11.573,12.199,50.0,Normal,True,-0.0011250000000000426,0.007319444444444458,0.008694444444444437,0.006702380952380949,11.39196,3.751426574663322,-0.09222091732691011,0.048258974658526785,0.21512882737747033
C100008,LOT-010,IC_A,124.83,3.28,10.525,10.706,10.923,11.152,50.0,Normal,True,0.0075416666666666314,0.0030138888888888962,0.0031805555555555446,0.0037321428571428505,12.905142,4.3537982539741815,-0.5051088432939229,-0.4552673055511207,-0.40266955373959246
C060404,LOT-006,IC_A,127.0,3.299,9.288,9.381,9.995,10.562,50.0,Normal,True,0.0038749999999999987,0.008527777777777764,0.007875000000000002,0.007583333333333328,11.337624,3.811839389807939,-0.5133017947271343,-0.3522247037978296,-0.20347761820024654
C060420,LOT-006,IC_A,127.32,3.309,16.896,26.785,42.293,54.017,50.0,Absolute_Failure,False,0.41204166666666664,0.21538888888888888,0.16283333333333339,0.22095833333333334,11.337624,3.811839389807939,4.0524729455556425,8.120850023945973,11.196530502863192
C100070,LOT-010,IC_A,124.53,3.282,10.877,10.877,11.286,12.136,50.0,Normal,True,0.0,0.00568055555555554,0.01180555555555555,0.00749404761904761,12.905142,4.3537982539741815,-0.46583279281457174,-0.37189182997214776,-0.17666000010402905
C070002,LOT-007,IC_A,125.59,3.296,8.72,8.975,8.953,9.397,50.0,Normal,True,0.010624999999999959,-0.0003055555555555589,0.006166666666666678,0.004029761904761902,10.989696,3.957974929515009,-0.5090219205220867,-0.5145803185391999,-0.40240174037564236
C050414,LOT-005,IC_A,125.26,3.294,11.359,11.5,11.819,12.154,50.0,Normal,True,0.005875000000000001,0.004430555555555567,0.004652777777777765,0.004732142857142857,13.060988,4.494286612596969,-0.34732720330401934,-0.27634819651217823,-0.20180911414457123
C040029,LOT-004,IC_A,126.23,3.265,9.962,10.674,10.45,31.039,50.0,Sudden_Anomaly,True,0.029666666666666657,-0.003111111111111114,0.28595833333333337,0.12545833333333334,10.701696,3.832831406253284,-0.0072259896312721825,-0.0656684245462395,5.30607841681207
C020291,LOT-002,IC_A,126.08,3.276,21.885,22.693,22.702,22.273,50.0,High_Stable,True,0.03366666666666666,0.00012500000000000475,-0.0059583333333333615,0.002309523809523798,11.022252,4.154165292215281,2.8094086727532144,2.81157517296852,2.70830532937228
C100086,LOT-010,IC_A,124.81,3.292,11.502,11.677,12.162,12.22,50.0,Normal,True,0.0072916666666666225,0.006736111111111128,0.0008055555555555532,0.0042738095238095235,12.905142,4.3537982539741815,-0.2820851882328131,-0.17068820295512152,-0.15736650162294405
C070341,LOT-007,IC_A,125.51,3.293,8.24,11.701,22.285,34.481,50.0,Latent_Defect,True,0.14420833333333336,0.147,0.16938888888888892,0.15619642857142857,10.989696,3.957974929515009,0.17971412468930414,2.853808879831402,5.9351826169547035
C100115,LOT-010,IC_A,124.77,3.29,12.868,12.931,12.993,13.187,50.0,Normal,True,0.0026249999999999516,0.0008611111111111273,0.0026944444444444316,0.0018988095238095183,12.905142,4.3537982539741815,0.005939181949093784,0.020179621304180363,0.06473841541525667
C070276,LOT-007,IC_A,125.27,3.287,12.814,12.652,13.146,13.163,50.0,Normal,True,-0.006750000000000034,0.006861111111111133,0.0002361111111111036,0.0020773809523809534,10.989696,3.957974929515009,0.41998851170178825,0.5447998126315124,0.5490949383720088
C010078,LOT-001,IC_A,126.49,3.309,22.711,22.492,23.673,22.963,50.0,High_Stable,True,-0.009124999999999902,0.016402777777777742,-0.009861111111111074,0.0015000000000000146,11.623093999999998,4.010721666950165,2.7099626706993463,3.004423393250072,2.8273978953575956
C030210,LOT-003,IC_A,125.63,3.301,10.567,10.581,10.862,10.761,50.0,Normal,True,0.0005833333333333061,0.003902777777777786,-0.0014027777777777899,0.001154761904761899,11.715506,3.855729485024512,-0.29423900312674234,-0.22136044639930788,-0.24755523013407987
C070322,LOT-007,IC_A,125.35,3.298,9.517,9.695,9.852,10.204,50.0,Normal,True,0.007416666666666701,0.002180555555555556,0.004888888888888893,0.0040892857142857215,10.989696,3.957974929515009,-0.32711071268929076,-0.2874439632035284,-0.198509594929717
