component_id,lot_id,component_type,temperature_C,voltage_V,iddq_0h_uA,iddq_24h_uA,absolute_limit_uA,drift_0_24_uA_per_h,zscore_0h,robust_zscore_0h,z_anomaly_0h,robust_z_anomaly_0h,iqr_anomaly_0h,zscore_24h,robust_zscore_24h,z_anomaly_24h,robust_z_anomaly_24h,iqr_anomaly_24h,predicted_168h_uA,prediction_lower_uA,prediction_upper_uA,predicted_drift_uA,predicted_drift_rate,safety_slope,drift_slope_excess,early_drift_flag,predicted_limit_exceeded,uncertainty_adjusted_failure,limit_margin_uA,upper_bound_limit_margin_uA,future_drift_risk,module_b_status,module_b_explanation,anomaly_evidence_count,anomaly_score,current_anomaly_level,early_drift_direction,future_drift_abnormal,future_failure_predicted,current_anomaly_contribution,future_drift_contribution,future_failure_contribution,risk_score,drift_severity,final_risk_level,final_decision,risk_explanation,risk_priority
C010340,LOT-001,IC_A,126.38,3.306,26.75,41.195,50.0,0.601875,3.771616994679869,17.090124127230414,True,True,True,5.18279606676929,27.44060126582273,True,True,True,71.94511225779087,68.2896151744452,75.60060934113653,45.19511225779087,0.2690185253439933,0.0078669642857142,0.261151561058279,True,True,True,-21.945112257790868,-25.600609341136533,HIGH,PREDICTED_FAILURE,Point prediction exceeds absolute specification limit; Prediction uncertainty interval reaches or exceeds absolute limit; Predicted future drift exceeds dynamic safety boundary,6,1.0,HIGH,INCREASING,True,True,30.0,30,40,100.0,CRITICAL,CRITICAL,IMMEDIATE_REVIEW,Current anomaly evidence: HIGH; Predicted future drift exceeds dynamic safety boundary; Point prediction exceeds absolute specification limit; Prediction uncertainty interval reaches or exceeds absolute limit; Iddq increased between 0h and 24h,1
C060132,LOT-006,IC_A,127.12,3.306,10.161,10.261,50.0,0.0041666666666666,-0.3086761743283429,-0.0132566823899382,False,False,False,-0.3477219437777286,-0.1670603140613853,False,False,False,13.636202520391755,9.980705437046096,17.291699603737417,3.475202520391756,0.0206857292880461,0.0078669642857142,0.0128187650023318,True,False,False,36.363797479608245,32.70830039626259,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C040488,LOT-004,IC_A,126.36,3.257,9.96,10.383,50.0,0.0176249999999999,-0.1935112509227299,0.4880240594925641,False,False,False,-0.1943523096545461,0.5967695167286231,False,False,False,13.41919209340414,9.76369501005848,17.0746891767498,3.45919209340414,0.0205904291274055,0.0078669642857142,0.0127234648416913,True,False,False,36.58080790659586,32.9253108232502,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C100469,LOT-010,IC_A,124.63,3.283,11.983,12.482,50.0,0.0207916666666666,-0.2118017294802903,0.3776632796075682,False,False,False,-0.2087960254158612,0.570854377605718,False,False,False,15.44185681631665,11.78635973297099,19.09735389966231,3.458856816316649,0.0205884334304562,0.0078669642857142,0.0127214691447419,True,False,False,34.55814318368335,30.90264610033769,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C100238,LOT-010,IC_A,124.87,3.295,10.155,10.582,50.0,0.0177916666666667,-0.63166500594961,-1.3504180098107936,False,False,False,-0.5420882886825572,-0.9557090530077428,False,False,False,13.60045654259551,9.94495945924985,17.25595362594117,3.44545654259551,0.0205086698964018,0.0078669642857142,0.0126417056106875,True,False,False,36.39954345740449,32.744046374058826,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C060308,LOT-006,IC_A,127.25,3.305,10.078,10.184,50.0,0.0044166666666666,-0.3304504390630861,-0.1012810534591206,False,False,False,-0.3634899747729908,-0.241202355460386,False,False,False,13.51081112713766,9.855314043792,17.16630821048332,3.43281112713766,0.0204333995662955,0.0078669642857142,0.0125664352805813,True,False,False,36.48918887286234,32.83369178951668,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C090326,LOT-009,IC_A,124.81,3.284,10.739,10.988,50.0,0.0103749999999999,-0.1740564521267751,0.3139254535147396,False,False,False,-0.2220364106107523,0.2535189655172408,False,False,False,14.167080183436545,10.511583100090885,17.822577266782204,3.428080183436544,0.0204052391871222,0.0078669642857142,0.012538274901408,True,False,False,35.832919816563454,32.1774227332178,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C100220,LOT-010,IC_A,124.72,3.278,11.845,11.952,50.0,0.0044583333333333,-0.2434981912706437,0.2472063770147161,False,False,False,-0.3017670251692027,0.1450235259082791,False,False,False,15.263580569102096,11.608083485756437,18.91907765244776,3.418580569102096,0.0203486938637029,0.0078669642857142,0.0124817295779886,True,False,False,34.736419430897904,31.08092234755224,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C100303,LOT-010,IC_A,124.72,3.285,10.944,11.391,50.0,0.0186249999999999,-0.4504439309308497,-0.6045448493342678,False,False,False,-0.4001759513232114,-0.3057144133412745,False,False,False,14.361018099946568,10.705521016600908,18.016515183292228,3.417018099946567,0.0203393934520629,0.0078669642857142,0.0124724291663486,True,False,False,35.63898190005343,31.98348481670777,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C010337,LOT-001,IC_A,126.63,3.309,10.946,11.398,50.0,0.0188333333333333,-0.1688209893943787,0.5504840961986035,False,False,False,-0.1651411866286191,0.6610189873417692,False,False,False,14.350543514629106,10.695046431283446,18.006040597974767,3.404543514629106,0.0202651399680303,0.0078669642857142,0.0123981756823161,True,False,False,35.64945648537089,31.993959402025236,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C010389,LOT-001,IC_A,126.16,3.308,9.088,9.633,50.0,0.0227083333333333,-0.6320792641608907,-1.3940015515903812,False,False,False,-0.4819217099110742,-0.9252468354430382,False,False,False,12.48910590284643,8.833608819500771,16.14460298619209,3.401105902846432,0.0202446779931335,0.0078669642857142,0.0123777137074192,True,False,False,37.51089409715357,33.85539701380791,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C090076,LOT-009,IC_A,125.06,3.28,8.542,8.775,50.0,0.0097083333333333,-0.7597003282026851,-1.3662066326530606,False,False,False,-0.6385087639850474,-1.2170903940886706,False,False,False,11.936768172005358,8.281271088659699,15.592265255351018,3.3947681720053584,0.0202069534047938,0.0078669642857142,0.0123399891190795,True,False,False,38.06323182799464,34.407734744648984,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C100425,LOT-010,IC_A,124.84,3.289,11.854,12.125,50.0,0.0112916666666667,-0.2414310307190992,0.2557144358794659,False,False,False,-0.2714198875138666,0.2840211435378207,False,False,False,15.227834683648872,11.572337600303213,18.883331766994534,3.373834683648873,0.0200823493074337,0.0078669642857142,0.0122153850217194,True,False,False,34.77216531635113,31.116668233005463,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C010028,LOT-001,IC_A,126.45,3.298,9.772,9.643,50.0,-0.0053749999999999,-0.4615363901348979,-0.6781629169899145,False,False,False,-0.48012691941089,-0.9162594936708848,False,False,False,13.1383076676289,9.48281058428324,16.79380475097456,3.3663076676288988,0.0200375456406482,0.0078669642857142,0.0121705813549339,True,False,False,36.8616923323711,33.20619524902544,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,DECREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary,3
C020449,LOT-002,IC_A,126.15,3.276,8.919,9.429,50.0,0.0212499999999999,-0.506299545649134,-0.5886177177177178,False,False,False,-0.409255781772697,-0.2978362118595277,False,False,False,12.28006202600248,8.624564942656821,15.93555910934814,3.3610620260024806,0.0200063215833481,0.0078669642857142,0.0121393572976338,True,False,False,37.71993797399752,34.06444089065186,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C070268,LOT-007,IC_A,125.35,3.294,10.096,10.096,50.0,0.0,-0.2257962761046366,0.0328064202334634,False,False,False,-0.2916186597334321,-0.1214809377738829,False,False,False,13.446462988232168,9.790965904886509,17.101960071577828,3.3504629882321666,0.0199432320728105,0.0078669642857142,0.0120762677870962,True,False,False,36.55353701176783,32.89803992842217,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,STABLE,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary,3
C020315,LOT-002,IC_A,126.1,3.264,8.97,9.43,50.0,0.0191666666666666,-0.4940227110957348,-0.5472969969969969,False,False,False,-0.4090665343947142,-0.2970595854922282,False,False,False,12.316861406042122,8.661364322696462,15.972358489387782,3.3468614060421213,0.019921794083584,0.0078669642857142,0.0120548297978697,True,False,False,37.68313859395788,34.02764151061222,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C100139,LOT-010,IC_A,124.77,3.302,11.15,11.529,50.0,0.0157916666666666,-0.4031289227510469,-0.4098048353188512,False,False,False,-0.3759684079912092,-0.1948377010125073,False,False,False,14.495150711947552,10.839653628601893,18.150647795293214,3.345150711947552,0.0199116113806401,0.0078669642857142,0.0120446470949259,True,False,False,35.50484928805245,31.849352204706783,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C080134,LOT-008,IC_A,123.21,3.336,9.138,9.602,50.0,0.0193333333333333,-0.5101983948041798,-0.7659106776180699,False,False,False,-0.4135200190389287,-0.4740477725674085,False,False,False,12.481397030246912,8.825899946901252,16.13689411359257,3.343397030246912,0.0199011727990887,0.0078669642857142,0.0120342085133744,True,False,False,37.51860296975309,33.863105886407425,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C090361,LOT-009,IC_A,124.52,3.29,12.014,12.475,50.0,0.0192083333333333,0.1658142542896035,1.2889679705215409,False,False,False,0.0578074165323009,1.2416780788177335,False,False,False,15.338991498850993,11.683494415505333,18.99448858219665,3.324991498850993,0.0197916160645892,0.0078669642857142,0.0119246517788749,True,False,False,34.661008501149006,31.005511417803348,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C100436,LOT-010,IC_A,124.98,3.273,11.721,12.002,50.0,0.0117083333333333,-0.2719790699808165,0.1299842326559208,False,False,False,-0.2929961761358684,0.1851962477665286,False,False,False,15.010281639003626,11.354784555657966,18.665778722349287,3.289281639003626,0.0195790573750215,0.0078669642857142,0.0117120930893073,True,False,False,34.98971836099638,31.334221277650716,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C020362,LOT-002,IC_A,126.04,3.27,11.044,11.219,50.0,0.0072916666666666,0.0052352274091633,1.1330789789789797,False,False,False,-0.0705029751832694,1.0923249856073685,False,False,False,14.323858234763623,10.668361151417963,17.979355318109285,3.2798582347636245,0.0195229656831168,0.0078669642857142,0.0116560013974025,True,False,False,35.67614176523637,32.020644681890715,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C100194,LOT-010,IC_A,124.71,3.295,12.639,13.113,50.0,0.01975,-0.0611286937232482,0.9978062368605456,False,False,False,-0.0981079106151846,1.0778341274568204,False,False,False,15.917836576699916,12.262339493354258,19.573333660045577,3.278836576699918,0.0195168843851185,0.0078669642857142,0.0116499200994042,True,False,False,34.08216342330008,30.426666339954423,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C050038,LOT-005,IC_A,125.05,3.307,10.023,10.538,50.0,0.0214583333333333,-0.6759666798919478,-1.460176206896552,False,False,False,-0.5741910390933586,-1.073298125,False,False,False,13.282108396841204,9.626611313495545,16.937605480186864,3.259108396841203,0.0193994547431024,0.0078669642857142,0.0115324904573881,True,False,False,36.7178916031588,33.06239451981314,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C050243,LOT-005,IC_A,125.59,3.311,9.933,10.225,50.0,0.0121666666666666,-0.6959921050056334,-1.5439072413793102,False,False,False,-0.6289226295631836,-1.3371962500000008,False,False,False,13.17747981713116,9.5219827337855,16.832976900476822,3.244479817131161,0.0193123798638759,0.0078669642857142,0.0114454155781616,True,False,False,36.82252018286884,33.16702309952318,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C070314,LOT-007,IC_A,125.65,3.293,10.115,10.266,50.0,0.0062916666666666,-0.2209958414534933,0.0452728599221795,False,False,False,-0.2592726106324088,-0.0209857581069241,False,False,False,13.348740313760205,9.693243230414543,17.004237397105864,3.2337403137602045,0.0192484542485726,0.0078669642857142,0.0113814899628583,True,False,False,36.6512596862398,32.99576260289413,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C030217,LOT-003,IC_A,125.67,3.302,9.382,9.356,50.0,-0.0010833333333333,-0.6052048021167563,-1.1244785020804435,False,False,False,-0.5936618125659608,-1.1454455357142852,False,False,False,12.614392497489533,8.958895414143873,16.269889580835194,3.232392497489533,0.0192404315326757,0.0078669642857142,0.0113734672469615,True,False,False,37.38560750251047,33.7301104191648,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,DECREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary,3
C010258,LOT-001,IC_A,126.45,3.309,8.377,8.798,50.0,0.0175416666666666,-0.8093540937405403,-2.1380969743987586,False,False,False,-0.631786716676428,-1.6756898734177197,False,False,False,11.60441559851096,7.948918515165301,15.25991268185662,3.2274155985109605,0.0192108071339938,0.0078669642857142,0.0113438428482795,True,False,False,38.39558440148904,34.74008731814338,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C100189,LOT-010,IC_A,124.7,3.293,10.093,10.315,50.0,0.0092499999999999,-0.6459054453046961,-1.4090290819901905,False,False,False,-0.5889246225205615,-1.1702313877307933,False,False,False,13.317889307138127,9.662392223792468,16.97338639048379,3.2248893071381275,0.0191957696853459,0.0078669642857142,0.0113288053996317,True,False,False,36.68211069286187,33.02661360951621,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C080191,LOT-008,IC_A,123.41,3.335,9.088,9.353,50.0,0.0110416666666666,-0.5230864235713051,-0.8120776865160856,False,False,False,-0.4597928898797304,-0.6709416764361077,False,False,False,12.312117999113664,8.656620915768004,15.967615082459323,3.2241179991136644,0.0191911785661527,0.0078669642857142,0.0113242142804384,True,False,False,37.68788200088633,34.032384917540675,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C050478,LOT-005,IC_A,125.35,3.313,10.196,10.29,50.0,0.0039166666666666,-0.6374733627289745,-1.299226551724138,False,False,False,-0.6175566443218462,-1.282393125000001,False,False,False,13.419059316511198,9.76356223316554,17.07455639985686,3.2230593165111987,0.0191848768839952,0.0078669642857142,0.0113179125982809,True,False,False,36.580940683488805,32.92544360014314,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C070441,LOT-007,IC_A,125.21,3.291,10.083,10.56,50.0,0.019875,-0.2290807840238398,0.0242767509727631,False,False,False,-0.2033329727753447,0.152811787905346,False,False,False,13.30032258821807,9.64482550487241,16.95581967156373,3.217322588218069,0.0191507296917742,0.0078669642857142,0.0112837654060599,True,False,False,36.699677411781934,33.04418032843627,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C050156,LOT-005,IC_A,125.36,3.305,11.119,11.219,50.0,0.0041666666666666,-0.432101502951955,-0.4405182758620699,False,False,False,-0.4551104860264233,-0.4991300000000005,False,False,False,14.334184870410818,10.678687787065158,17.989681953756477,3.215184870410818,0.0191380051810167,0.0078669642857142,0.0112710408953024,True,False,False,35.665815129589184,32.010318046243526,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C080312,LOT-008,IC_A,123.18,3.337,8.796,9.142,50.0,0.0144166666666666,-0.5983525115713154,-1.081693018480493,False,False,False,-0.4990040374596867,-0.8377875146541619,False,False,False,12.002702239609578,8.347205156263918,15.658199322955236,3.2067022396095783,0.0190875133310093,0.0078669642857142,0.0112205490452951,True,False,False,37.99729776039042,34.34180067704476,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C010317,LOT-001,IC_A,126.12,3.313,11.576,11.957,50.0,0.015875,-0.0117420264757013,1.2098091543832437,False,False,False,-0.0648123976683399,1.1634113924050604,False,False,False,14.779358362645883,11.123861279300224,18.434855445991545,3.203358362645883,0.0190676093014635,0.0078669642857142,0.0112006450157493,True,False,False,35.22064163735412,31.56514455400845,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C080315,LOT-008,IC_A,123.05,3.33,11.197,11.219,50.0,0.0009166666666666,0.0205306298260299,1.135246748802187,False,False,False,-0.1130251108076995,0.804576494724502,False,False,False,14.37225007918217,10.71675299583651,18.02774716252783,3.1752500791821703,0.01890029809037,0.0078669642857142,0.0110333338046557,True,False,False,35.627749920817834,31.97225283747217,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C050134,LOT-005,IC_A,125.25,3.306,11.876,12.03,50.0,0.0064166666666666,-0.2636654272735112,0.2637527586206878,False,False,False,-0.313297962476813,0.1846443749999995,False,False,False,15.04740032052195,11.39190323717629,18.70289740386761,3.1714003205219505,0.0188773828602497,0.0078669642857142,0.0110104185745354,True,False,False,34.95259967947805,31.29710259613239,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C050237,LOT-005,IC_A,125.19,3.305,11.206,11.423,50.0,0.0090416666666666,-0.4127435920087257,-0.3595782758620702,False,False,False,-0.4194387784997641,-0.3271325,False,False,False,14.362500474866154,10.707003391520496,18.01799755821181,3.1565004748661547,0.0187886933027747,0.0078669642857142,0.0109217290170604,True,False,False,35.63749952513385,31.982002441788183,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C090157,LOT-009,IC_A,124.59,3.278,8.717,8.775,50.0,0.0024166666666666,-0.7130514077141622,-1.232377267573695,False,False,False,-0.6385087639850474,-1.2170903940886706,False,False,False,11.872084770952158,8.216587687606498,15.527581854297818,3.1550847709521577,0.0187802664937628,0.0078669642857142,0.0109133022080485,True,False,False,38.12791522904784,34.47241814570218,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
C020445,LOT-002,IC_A,126.13,3.274,10.735,11.063,50.0,0.0136666666666667,-0.0691479466496669,0.8827240240240238,False,False,False,-0.1000255661486047,0.9711712723085784,False,False,False,13.875701741146854,10.220204657801194,17.531198824492513,3.140701741146854,0.0186946532211122,0.0078669642857142,0.0108276889353979,True,False,False,36.124298258853145,32.46880117550749,MEDIUM,EARLY_DRIFT_RISK,Predicted future drift exceeds dynamic safety boundary; Component is below static limit but shows abnormal future drift,0,0.0,NONE,INCREASING,True,False,0.0,30,0,30.0,HIGH,MEDIUM,ENHANCED_MONITORING,Predicted future drift exceeds dynamic safety boundary; Iddq increased between 0h and 24h,3
