component_id,lot_id,component_type,iddq_0h_uA,iddq_24h_uA,early_iddq_change_uA,drift_0_24_uA_per_h,anomaly_score,current_anomaly_level,predicted_168h_uA,prediction_lower_uA,prediction_upper_uA,absolute_limit_uA,predicted_limit_margin_uA,upper_limit_margin_uA,predicted_limit_utilization_percent,upper_limit_utilization_percent,prediction_interval_width_uA,predicted_drift_rate,safety_slope,drift_slope_excess,future_drift_risk,risk_score,final_risk_level,final_decision,primary_risk_driver,evidence_summary,screening_category,screening_recommendation,detailed_explanation
C020168,LOT-002,IC_A,10.372,10.757,0.3849999999999998,0.0160416666666666,0.0,NONE,12.912816128376784,9.257319045031124,16.568313211722444,50.0,37.08718387162322,33.43168678827756,25.82563225675357,33.13662642344489,7.310994166691319,0.0151239055260522,0.0078669642857142,0.007256941240338,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C020168 has been classified as MEDIUM risk. Early Iddq changed from 10.37 µA at 0h to 10.76 µA at 24h. The early drift rate is 0.0160 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.91 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.09 µA below the limit. The 90% prediction interval is approximately 9.26 to 16.57 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C010058,LOT-001,IC_A,10.088,10.524,0.43599999999999994,0.0181666666666666,0.0,NONE,12.626763211714088,8.971266128368427,16.282260295059746,50.0,37.37323678828591,33.71773970494026,25.253526423428173,32.56452059011949,7.310994166691319,0.0151116857840124,0.0078669642857142,0.0072447214982981,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C010058 has been classified as MEDIUM risk. Early Iddq changed from 10.09 µA at 0h to 10.52 µA at 24h. The early drift rate is 0.0182 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.63 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.37 µA below the limit. The 90% prediction interval is approximately 8.97 to 16.28 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C050218,LOT-005,IC_A,11.174,11.559,0.3849999999999998,0.0160416666666666,0.0,NONE,13.710043302550869,10.054546219205209,17.36554038589653,50.0,36.28995669744913,32.63445961410347,27.420086605101734,34.73108077179306,7.310994166691321,0.015095495848517,0.0078669642857142,0.0072285315628027,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C050218 has been classified as MEDIUM risk. Early Iddq changed from 11.17 µA at 0h to 11.56 µA at 24h. The early drift rate is 0.0160 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 13.71 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 36.29 µA below the limit. The 90% prediction interval is approximately 10.05 to 17.37 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C060125,LOT-006,IC_A,10.092,10.23,0.1379999999999999,0.0057499999999999,0.0,NONE,12.6255179201359,8.97002083679024,16.28101500348156,50.0,37.3744820798641,33.718984996518444,25.2510358402718,32.56203000696312,7.310994166691319,0.0150804638103327,0.0078669642857142,0.0072134995246184,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C060125 has been classified as MEDIUM risk. Early Iddq changed from 10.09 µA at 0h to 10.23 µA at 24h. The early drift rate is 0.0057 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.63 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.37 µA below the limit. The 90% prediction interval is approximately 8.97 to 16.28 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C080080,LOT-008,IC_A,10.919,10.99,0.07099999999999973,0.0029583333333333,0.0,NONE,13.444593183917643,9.789096100571983,17.100090267263305,50.0,36.55540681608235,32.899909732736695,26.88918636783529,34.20018053452661,7.310994166691321,0.0150332927614145,0.0078669642857142,0.0071663284757002,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C080080 has been classified as MEDIUM risk. Early Iddq changed from 10.92 µA at 0h to 10.99 µA at 24h. The early drift rate is 0.0030 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 13.44 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 36.56 µA below the limit. The 90% prediction interval is approximately 9.79 to 17.10 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C020109,LOT-002,IC_A,9.625,9.595,-0.02999999999999936,-0.0012499999999999,0.0,NONE,12.143711300018095,8.488214216672437,15.799208383363757,50.0,37.8562886999819,34.200791616636245,24.28742260003619,31.598416766727517,7.310994166691319,0.0149923291667743,0.0078669642857142,0.0071253648810601,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq decreased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C020109 has been classified as MEDIUM risk. Early Iddq changed from 9.62 µA at 0h to 9.60 µA at 24h. The early drift rate is -0.0012 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.14 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.86 µA below the limit. The 90% prediction interval is approximately 8.49 to 15.80 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C070067,LOT-007,IC_A,9.228,9.351,0.12300000000000111,0.005125,0.0,NONE,11.743429345171691,8.087932261826031,15.39892642851735,50.0,38.25657065482831,34.60107357148265,23.486858690343382,30.7978528570347,7.310994166691319,0.01497279372126,0.0078669642857142,0.0071058294355457,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C070067 has been classified as MEDIUM risk. Early Iddq changed from 9.23 µA at 0h to 9.35 µA at 24h. The early drift rate is 0.0051 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 11.74 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 38.26 µA below the limit. The 90% prediction interval is approximately 8.09 to 15.40 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C010094,LOT-001,IC_A,10.926,11.235,0.3089999999999993,0.0128749999999999,0.0,NONE,13.440520442441676,9.785023359096018,17.09601752578734,50.0,36.559479557558326,32.90398247421266,26.88104088488335,34.19203505157468,7.310994166691321,0.0149673835859623,0.0078669642857142,0.007100419300248,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C010094 has been classified as MEDIUM risk. Early Iddq changed from 10.93 µA at 0h to 11.23 µA at 24h. The early drift rate is 0.0129 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 13.44 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 36.56 µA below the limit. The 90% prediction interval is approximately 9.79 to 17.10 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C040254,LOT-004,IC_A,9.165,9.609,0.44400000000000084,0.0185,0.0,NONE,11.679097144968468,8.023600061622808,15.334594228314128,50.0,38.320902855031534,34.66540577168587,23.358194289936936,30.669188456628255,7.310994166691319,0.0149648639581456,0.0078669642857142,0.0070978996724313,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C040254 has been classified as MEDIUM risk. Early Iddq changed from 9.16 µA at 0h to 9.61 µA at 24h. The early drift rate is 0.0185 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 11.68 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 38.32 µA below the limit. The 90% prediction interval is approximately 8.02 to 15.33 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C030146,LOT-003,IC_A,10.758,11.104,0.3460000000000001,0.0144166666666666,0.0,NONE,13.26889028875308,9.61339320540742,16.92438737209874,50.0,36.731109711246916,33.075612627901265,26.537780577506158,33.84877474419748,7.310994166691319,0.0149457755282921,0.0078669642857142,0.0070788112425778,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C030146 has been classified as MEDIUM risk. Early Iddq changed from 10.76 µA at 0h to 11.10 µA at 24h. The early drift rate is 0.0144 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 13.27 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 36.73 µA below the limit. The 90% prediction interval is approximately 9.61 to 16.92 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C010273,LOT-001,IC_A,10.003,10.49,0.4870000000000001,0.0202916666666666,0.0,NONE,12.508465196292011,8.852968112946353,16.163962279637673,50.0,37.49153480370799,33.83603772036233,25.016930392584026,32.327924559275345,7.310994166691319,0.0149134833112619,0.0078669642857142,0.0070465190255476,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C010273 has been classified as MEDIUM risk. Early Iddq changed from 10.00 µA at 0h to 10.49 µA at 24h. The early drift rate is 0.0203 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.51 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.49 µA below the limit. The 90% prediction interval is approximately 8.85 to 16.16 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C060011,LOT-006,IC_A,10.177,10.356,0.17900000000000027,0.0074583333333333,0.0,NONE,12.681617436635731,9.026120353290072,16.337114519981395,50.0,37.31838256336427,33.6628854800186,25.363234873271463,32.67422903996279,7.310994166691323,0.0149084371228317,0.0078669642857142,0.0070414728371174,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C060011 has been classified as MEDIUM risk. Early Iddq changed from 10.18 µA at 0h to 10.36 µA at 24h. The early drift rate is 0.0075 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.68 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.32 µA below the limit. The 90% prediction interval is approximately 9.03 to 16.34 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C070415,LOT-007,IC_A,10.141,10.405,0.26399999999999935,0.0109999999999999,0.0,NONE,12.642734567918716,8.987237484573058,16.298231651264377,50.0,37.357265432081284,33.70176834873563,25.28546913583743,32.596463302528754,7.310994166691319,0.0148912771899923,0.0078669642857142,0.007024312904278,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C070415 has been classified as MEDIUM risk. Early Iddq changed from 10.14 µA at 0h to 10.40 µA at 24h. The early drift rate is 0.0110 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.64 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.36 µA below the limit. The 90% prediction interval is approximately 8.99 to 16.30 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C060233,LOT-006,IC_A,11.698,11.968,0.2699999999999996,0.0112499999999999,0.0,NONE,14.196234134772022,10.540737051426362,17.85173121811768,50.0,35.80376586522798,32.14826878188232,28.39246826954404,35.70346243623536,7.310994166691319,0.0148704412784048,0.0078669642857142,0.0070034769926906,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C060233 has been classified as MEDIUM risk. Early Iddq changed from 11.70 µA at 0h to 11.97 µA at 24h. The early drift rate is 0.0112 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.20 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.80 µA below the limit. The 90% prediction interval is approximately 10.54 to 17.85 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C100185,LOT-010,IC_A,10.044,10.282,0.23799999999999955,0.0099166666666666,0.0,NONE,12.53183764565945,8.876340562313791,16.187334729005112,50.0,37.46816235434055,33.812665270994884,25.063675291318898,32.374669458010224,7.310994166691321,0.0148085574146395,0.0078669642857142,0.0069415931289253,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C100185 has been classified as MEDIUM risk. Early Iddq changed from 10.04 µA at 0h to 10.28 µA at 24h. The early drift rate is 0.0099 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.53 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.47 µA below the limit. The 90% prediction interval is approximately 8.88 to 16.19 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C030402,LOT-003,IC_A,10.05,10.411,0.3609999999999989,0.0150416666666666,0.0,NONE,12.532022668266864,8.876525584921204,16.187519751612523,50.0,37.46797733173314,33.81248024838747,25.064045336533724,32.37503950322505,7.310994166691319,0.0147739444539694,0.0078669642857142,0.0069069801682551,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C030402 has been classified as MEDIUM risk. Early Iddq changed from 10.05 µA at 0h to 10.41 µA at 24h. The early drift rate is 0.0150 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.53 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.47 µA below the limit. The 90% prediction interval is approximately 8.88 to 16.19 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C090379,LOT-009,IC_A,11.761,11.907,0.1460000000000008,0.0060833333333333,0.0,NONE,14.226227747075349,10.570730663729687,17.881724830421007,50.0,35.77377225292465,32.11827516957899,28.452455494150698,35.763449660842014,7.310994166691319,0.0146739746849723,0.0078669642857142,0.006807010399258,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C090379 has been classified as MEDIUM risk. Early Iddq changed from 11.76 µA at 0h to 11.91 µA at 24h. The early drift rate is 0.0061 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.23 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.77 µA below the limit. The 90% prediction interval is approximately 10.57 to 17.88 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C020370,LOT-002,IC_A,10.816,10.591,-0.22500000000000142,-0.009375,0.0,NONE,13.278235481690722,9.622738398345062,16.933732565036383,50.0,36.72176451830928,33.06626743496362,26.556470963381447,33.867465130072766,7.310994166691321,0.0146561635814923,0.0078669642857142,0.0067891992957781,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq decreased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C020370 has been classified as MEDIUM risk. Early Iddq changed from 10.82 µA at 0h to 10.59 µA at 24h. The early drift rate is -0.0094 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 13.28 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 36.72 µA below the limit. The 90% prediction interval is approximately 9.62 to 16.93 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C010233,LOT-001,IC_A,10.305,10.68,0.375,0.015625,0.0,NONE,12.758982437591351,9.103485354245691,16.41447952093701,50.0,37.24101756240865,33.58552047906299,25.517964875182702,32.82895904187402,7.310994166691319,0.0146070383189961,0.0078669642857142,0.0067400740332818,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C010233 has been classified as MEDIUM risk. Early Iddq changed from 10.30 µA at 0h to 10.68 µA at 24h. The early drift rate is 0.0156 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.76 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.24 µA below the limit. The 90% prediction interval is approximately 9.10 to 16.41 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C050017,LOT-005,IC_A,11.651,11.955,0.30400000000000027,0.0126666666666666,0.0,NONE,14.08967574234836,10.4341786590027,17.74517282569402,50.0,35.91032425765164,32.25482717430598,28.179351484696717,35.49034565138804,7.310994166691319,0.0145159270377878,0.0078669642857142,0.0066489627520735,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C050017 has been classified as MEDIUM risk. Early Iddq changed from 11.65 µA at 0h to 11.96 µA at 24h. The early drift rate is 0.0127 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.09 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.91 µA below the limit. The 90% prediction interval is approximately 10.43 to 17.75 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C030064,LOT-003,IC_A,10.141,10.288,0.14700000000000024,0.006125,0.0,NONE,12.571872850399478,8.916375767053818,16.227369933745138,50.0,37.42812714960052,33.77263006625486,25.14374570079896,32.454739867490275,7.310994166691319,0.0144694812523778,0.0078669642857142,0.0066025169666635,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C030064 has been classified as MEDIUM risk. Early Iddq changed from 10.14 µA at 0h to 10.29 µA at 24h. The early drift rate is 0.0061 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.57 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.43 µA below the limit. The 90% prediction interval is approximately 8.92 to 16.23 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C040206,LOT-004,IC_A,9.517,9.977,0.46000000000000085,0.0191666666666667,0.0,NONE,11.944608530463322,8.289111447117662,15.600105613808982,50.0,38.05539146953668,34.39989438619102,23.889217060926644,31.200211227617963,7.310994166691319,0.0144500507765673,0.0078669642857142,0.0065830864908531,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C040206 has been classified as MEDIUM risk. Early Iddq changed from 9.52 µA at 0h to 9.98 µA at 24h. The early drift rate is 0.0192 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 11.94 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 38.06 µA below the limit. The 90% prediction interval is approximately 8.29 to 15.60 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C050280,LOT-005,IC_A,12.327,12.761,0.4339999999999993,0.0180833333333333,0.0,NONE,14.750686728882396,11.095189645536736,18.406183812228058,50.0,35.2493132711176,31.593816187771942,29.50137345776479,36.812367624456115,7.310994166691321,0.014426706719538,0.0078669642857142,0.0065597424338237,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C050280 has been classified as MEDIUM risk. Early Iddq changed from 12.33 µA at 0h to 12.76 µA at 24h. The early drift rate is 0.0181 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.75 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.25 µA below the limit. The 90% prediction interval is approximately 11.10 to 18.41 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C050358,LOT-005,IC_A,10.236,10.531,0.29499999999999993,0.0122916666666666,0.0,NONE,12.658107654859336,9.002610571513676,16.313604738204997,50.0,37.341892345140664,33.686395261795,25.31621530971867,32.627209476409995,7.310994166691321,0.0144173074694008,0.0078669642857142,0.0065503431836865,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C050358 has been classified as MEDIUM risk. Early Iddq changed from 10.24 µA at 0h to 10.53 µA at 24h. The early drift rate is 0.0123 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 12.66 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 37.34 µA below the limit. The 90% prediction interval is approximately 9.00 to 16.31 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C020033,LOT-002,IC_A,8.66,8.782,0.12199999999999989,0.0050833333333333,0.0,NONE,11.0800890515621,7.42459196821644,14.73558613490776,50.0,38.9199109484379,35.26441386509224,22.1601781031242,29.471172269815522,7.310994166691319,0.0144052919735839,0.0078669642857142,0.0065383276878696,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C020033 has been classified as MEDIUM risk. Early Iddq changed from 8.66 µA at 0h to 8.78 µA at 24h. The early drift rate is 0.0051 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 11.08 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 38.92 µA below the limit. The 90% prediction interval is approximately 7.42 to 14.74 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C100491,LOT-010,IC_A,11.525,11.921,0.395999999999999,0.0164999999999999,0.0,NONE,13.9428756457661,10.28737856242044,17.598372729111762,50.0,36.0571243542339,32.40162727088824,27.885751291532195,35.196745458223525,7.310994166691323,0.0143921169390839,0.0078669642857142,0.0065251526533696,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C100491 has been classified as MEDIUM risk. Early Iddq changed from 11.53 µA at 0h to 11.92 µA at 24h. The early drift rate is 0.0165 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 13.94 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 36.06 µA below the limit. The 90% prediction interval is approximately 10.29 to 17.60 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
C010146,LOT-001,IC_A,11.861,12.07,0.20899999999999963,0.0087083333333333,0.0,NONE,14.264874013638906,10.609376930293246,17.920371096984567,50.0,35.7351259863611,32.07962890301543,28.52974802727781,35.840742193969135,7.310994166691321,0.0143087738907077,0.0078669642857142,0.0064418096049934,MEDIUM,30.0,MEDIUM,ENHANCED_MONITORING,FUTURE_DRIFT,Iddq increased between 0h and 24h | Predicted future drift exceeds dynamic safety boundary,ENHANCED_MONITORING,ENHANCED MONITORING: Continue monitoring and consider additional screening if abnormal behavior persists.,Component C010146 has been classified as MEDIUM risk. Early Iddq changed from 11.86 µA at 0h to 12.07 µA at 24h. The early drift rate is 0.0087 µA/hour. Current anomaly level is NONE with an anomaly evidence score of 0.00. The model predicts 14.26 µA at 168h. The applicable prototype specification limit is 50.00 µA. The prediction remains 35.74 µA below the limit. The 90% prediction interval is approximately 10.61 to 17.92 µA. The predicted future drift is above the dynamic safety boundary. Final screening decision: ENHANCED_MONITORING.
