component_id,iddq_168h_uA,ground_truth,absolute_limit_uA,predicted_168h_uA,final_risk_level,final_decision,prediction_error_uA,absolute_prediction_error_uA,actual_future_failure,predicted_future_failure,actual_abnormal,predicted_abnormal,component_type
C040106,10.662,Normal,50.0,10.673695979291494,LOW,NORMAL,0.011695979291493686,0.011695979291493686,False,False,False,False,IC_A
C100294,12.417,Normal,50.0,12.281310460337654,LOW,NORMAL,-0.1356895396623461,0.1356895396623461,False,False,False,False,IC_A
C020492,21.466,High_Stable,50.0,21.636192263708512,WATCH,MONITOR,0.17019226370851115,0.17019226370851115,False,False,True,True,IC_A
C090288,12.154,Normal,50.0,11.996675746323309,LOW,NORMAL,-0.15732425367669123,0.15732425367669123,False,False,False,False,IC_A
C100253,12.365,Normal,50.0,12.369835675174144,LOW,NORMAL,0.004835675174144072,0.004835675174144072,False,False,False,False,IC_A
C050427,10.722,Normal,50.0,11.257852234660918,LOW,NORMAL,0.5358522346609185,0.5358522346609185,False,False,False,False,IC_A
C100235,55.561,Absolute_Failure,50.0,58.821049805312725,CRITICAL,IMMEDIATE_REVIEW,3.2600498053127254,3.2600498053127254,True,True,True,True,IC_A
C050486,61.826,Absolute_Failure,50.0,63.3444040591284,CRITICAL,IMMEDIATE_REVIEW,1.5184040591284003,1.5184040591284003,True,True,True,True,IC_A
C080056,10.466,Normal,50.0,10.264636929928592,LOW,NORMAL,-0.20136307007140708,0.20136307007140708,False,False,False,False,IC_A
C020296,9.165,Normal,50.0,9.711311531231512,LOW,NORMAL,0.5463115312315132,0.5463115312315132,False,False,False,False,IC_A
C010076,10.266,Normal,50.0,11.406288145579609,MEDIUM,ENHANCED_MONITORING,1.1402881455796088,1.1402881455796088,False,False,False,True,IC_A
C070364,37.952,Latent_Defect,50.0,36.97027864915722,MEDIUM,ENHANCED_MONITORING,-0.9817213508427756,0.9817213508427756,False,False,True,True,IC_A
C070408,10.861,Normal,50.0,10.569269917002432,LOW,NORMAL,-0.2917300829975691,0.2917300829975691,False,False,False,False,IC_A
C040020,9.487,Normal,50.0,9.805759330475246,LOW,NORMAL,0.3187593304752454,0.3187593304752454,False,False,False,False,IC_A
C060100,11.282,Normal,50.0,11.141154011120602,LOW,NORMAL,-0.14084598887939848,0.14084598887939848,False,False,False,False,IC_A
C040293,9.604,Normal,50.0,9.852341698560313,LOW,NORMAL,0.24834169856031352,0.24834169856031352,False,False,False,False,IC_A
C010294,64.826,Absolute_Failure,50.0,68.63918340845954,CRITICAL,IMMEDIATE_REVIEW,3.813183408459551,3.813183408459551,True,True,True,True,IC_A
C020371,8.715,Normal,50.0,9.32686338708552,LOW,NORMAL,0.6118633870855206,0.6118633870855206,False,False,False,False,IC_A
C050217,13.041,Normal,50.0,13.087681818004846,LOW,NORMAL,0.04668181800484561,0.04668181800484561,False,False,False,False,IC_A
C020300,12.338,Normal,50.0,12.252709351147844,LOW,NORMAL,-0.08529064885215476,0.08529064885215476,False,False,False,False,IC_A
C040420,10.563,Normal,50.0,10.39049272900068,LOW,NORMAL,-0.17250727099932028,0.17250727099932028,False,False,False,False,IC_A
C040471,21.734,High_Stable,50.0,21.71100207185176,WATCH,MONITOR,-0.022997928148242863,0.022997928148242863,False,False,True,True,IC_A
C080071,10.339,Normal,50.0,10.427858289254154,LOW,NORMAL,0.08885828925415318,0.08885828925415318,False,False,False,False,IC_A
C060198,9.282,Normal,50.0,9.497578934021568,LOW,NORMAL,0.21557893402156836,0.21557893402156836,False,False,False,False,IC_A
C050054,11.5,Normal,50.0,11.35391761158418,LOW,NORMAL,-0.14608238841582022,0.14608238841582022,False,False,False,False,IC_A
C090286,9.646,Normal,50.0,12.2888929441404,MEDIUM,ENHANCED_MONITORING,2.6428929441403994,2.6428929441403994,False,False,False,True,IC_A
C090386,9.896,Normal,50.0,9.645162345923689,LOW,NORMAL,-0.250837654076312,0.250837654076312,False,False,False,False,IC_A
C050166,11.699,Normal,50.0,12.353124000676846,LOW,NORMAL,0.6541240006768465,0.6541240006768465,False,False,False,False,IC_A
C100260,29.244,High_Stable,50.0,32.25746514222581,HIGH,PRIORITY_SCREENING,3.0134651422258116,3.0134651422258116,False,False,True,True,IC_A
C100134,12.741,Normal,50.0,13.99583897173863,MEDIUM,ENHANCED_MONITORING,1.2548389717386303,1.2548389717386303,False,False,False,True,IC_A
C100329,9.925,Normal,50.0,10.488988571727736,LOW,NORMAL,0.5639885717277355,0.5639885717277355,False,False,False,False,IC_A
C070325,8.44,Normal,50.0,8.551549944777436,LOW,NORMAL,0.11154994477743685,0.11154994477743685,False,False,False,False,IC_A
C080296,7.814,Normal,50.0,8.109109221771286,LOW,NORMAL,0.29510922177128585,0.29510922177128585,False,False,False,False,IC_A
C040194,8.668,Normal,50.0,9.208388506372012,LOW,NORMAL,0.5403885063720129,0.5403885063720129,False,False,False,False,IC_A
C100179,12.288,Normal,50.0,12.381197198566412,LOW,NORMAL,0.09319719856641129,0.09319719856641129,False,False,False,False,IC_A
C050310,12.201,Normal,50.0,12.302773427970251,LOW,NORMAL,0.10177342797025091,0.10177342797025091,False,False,False,False,IC_A
C090062,12.106,Normal,50.0,12.340059049485497,LOW,NORMAL,0.23405904948549683,0.23405904948549683,False,False,False,False,IC_A
C060373,39.123,Latent_Defect,50.0,36.36307149960457,MEDIUM,ENHANCED_MONITORING,-2.759928500395425,2.759928500395425,False,False,True,True,IC_A
C010126,11.087,Normal,50.0,11.567592941924746,LOW,NORMAL,0.4805929419247459,0.4805929419247459,False,False,False,False,IC_A
C050407,13.342,Normal,50.0,14.200147389880962,LOW,NORMAL,0.858147389880962,0.858147389880962,False,False,False,False,IC_A
C020189,8.575,Normal,50.0,8.613036389868281,LOW,NORMAL,0.03803638986828162,0.03803638986828162,False,False,False,False,IC_A
C020331,8.546,Normal,50.0,8.611138366058757,LOW,NORMAL,0.06513836605875767,0.06513836605875767,False,False,False,False,IC_A
C040058,9.341,Normal,50.0,9.665498756751388,LOW,NORMAL,0.32449875675138884,0.32449875675138884,False,False,False,False,IC_A
C100094,13.414,Normal,50.0,13.077486561670346,LOW,NORMAL,-0.3365134383296535,0.3365134383296535,False,False,False,False,IC_A
C070216,11.231,Normal,50.0,11.906958216550978,LOW,NORMAL,0.6759582165509777,0.6759582165509777,False,False,False,False,IC_A
C100340,11.993,Normal,50.0,16.747333140650355,MEDIUM,ENHANCED_MONITORING,4.754333140650354,4.754333140650354,False,False,False,True,IC_A
C100167,11.859,Normal,50.0,12.297928609790064,LOW,NORMAL,0.43892860979006443,0.43892860979006443,False,False,False,False,IC_A
C050177,12.513,Normal,50.0,12.677401871386431,LOW,NORMAL,0.16440187138643125,0.16440187138643125,False,False,False,False,IC_A
C040366,10.366,Normal,50.0,10.155163517220595,LOW,NORMAL,-0.21083648277940448,0.21083648277940448,False,False,False,False,IC_A
C050333,13.047,Normal,50.0,13.59915624033795,MEDIUM,ENHANCED_MONITORING,0.5521562403379487,0.5521562403379487,False,False,False,True,IC_A
C090249,13.057,Normal,50.0,12.93880105263943,LOW,NORMAL,-0.11819894736057002,0.11819894736057002,False,False,False,False,IC_A
C030474,10.896,Normal,50.0,10.528146945779993,LOW,NORMAL,-0.36785305422000825,0.36785305422000825,False,False,False,False,IC_A
C040206,10.168,Normal,50.0,11.944608530463322,MEDIUM,ENHANCED_MONITORING,1.7766085304633226,1.7766085304633226,False,False,False,True,IC_A
C010151,67.772,Absolute_Failure,50.0,64.57193436562747,CRITICAL,IMMEDIATE_REVIEW,-3.2000656343725353,3.2000656343725353,True,True,True,True,IC_A
C090146,11.398,Normal,50.0,11.286731890325582,LOW,NORMAL,-0.11126810967441791,0.11126810967441791,False,False,False,False,IC_A
C050096,11.293,Normal,50.0,11.65136664476482,LOW,NORMAL,0.3583666447648213,0.3583666447648213,False,False,False,False,IC_A
C030324,10.88,Normal,50.0,11.357918517769356,LOW,NORMAL,0.47791851776935523,0.47791851776935523,False,False,False,False,IC_A
C040075,9.137,Normal,50.0,9.692906276620308,LOW,NORMAL,0.5559062766203073,0.5559062766203073,False,False,False,False,IC_A
C020489,35.966,Sudden_Anomaly,50.0,10.84539288120273,LOW,NORMAL,-25.12060711879727,25.12060711879727,False,False,True,False,IC_A
C010133,11.8,Normal,50.0,11.491895423863737,LOW,NORMAL,-0.3081045761362642,0.3081045761362642,False,False,False,False,IC_A
C080289,10.095,Normal,50.0,10.454621104130643,LOW,NORMAL,0.3596211041306425,0.3596211041306425,False,False,False,False,IC_A
C010456,12.011,Normal,50.0,11.295621100022652,LOW,NORMAL,-0.7153788999773472,0.7153788999773472,False,False,False,False,IC_A
C030022,10.838,Normal,50.0,11.363980712960656,LOW,NORMAL,0.5259807129606564,0.5259807129606564,False,False,False,False,IC_A
C040434,10.05,Normal,50.0,9.92129518308467,LOW,NORMAL,-0.12870481691533087,0.12870481691533087,False,False,False,False,IC_A
C020177,8.922,Normal,50.0,8.9965054822107,LOW,NORMAL,0.07450548221070008,0.07450548221070008,False,False,False,False,IC_A
C090301,10.856,Normal,50.0,10.682545989967918,LOW,NORMAL,-0.17345401003208138,0.17345401003208138,False,False,False,False,IC_A
C010063,37.374,Latent_Defect,50.0,37.50212561742677,MEDIUM,ENHANCED_MONITORING,0.1281256174267682,0.1281256174267682,False,False,True,True,IC_A
C100177,11.188,Normal,50.0,11.129593751515811,LOW,NORMAL,-0.058406248484189405,0.058406248484189405,False,False,False,False,IC_A
C080217,11.844,Normal,50.0,12.488623027122188,MEDIUM,ENHANCED_MONITORING,0.6446230271221882,0.6446230271221882,False,False,False,True,IC_A
C080305,10.335,Normal,50.0,10.920261176219809,LOW,NORMAL,0.5852611762198077,0.5852611762198077,False,False,False,False,IC_A
C100303,12.266,Normal,50.0,14.361018099946568,MEDIUM,ENHANCED_MONITORING,2.095018099946568,2.095018099946568,False,False,False,True,IC_A
C010308,10.402,Normal,50.0,11.422344809958984,LOW,NORMAL,1.020344809958985,1.020344809958985,False,False,False,False,IC_A
C020065,11.219,Normal,50.0,14.073460884398571,MEDIUM,ENHANCED_MONITORING,2.8544608843985717,2.8544608843985717,False,False,False,True,IC_A
C010362,11.669,Normal,50.0,11.015782896553455,LOW,NORMAL,-0.6532171034465453,0.6532171034465453,False,False,False,False,IC_A
C010360,10.436,Normal,50.0,11.6293908047884,MEDIUM,ENHANCED_MONITORING,1.1933908047884003,1.1933908047884003,False,False,False,True,IC_A
C020159,35.51,Sudden_Anomaly,50.0,24.48791682469021,MEDIUM,ENHANCED_MONITORING,-11.022083175309788,11.022083175309788,False,False,True,True,IC_A
C080339,10.882,Normal,50.0,11.205642559429258,LOW,NORMAL,0.323642559429258,0.323642559429258,False,False,False,False,IC_A
C090481,10.401,Normal,50.0,10.74554687395858,LOW,NORMAL,0.3445468739585795,0.3445468739585795,False,False,False,False,IC_A
C100011,12.389,Normal,50.0,12.805444874648636,LOW,NORMAL,0.41644487464863644,0.41644487464863644,False,False,False,False,IC_A
C050488,12.213,Normal,50.0,11.99243973020817,LOW,NORMAL,-0.22056026979182874,0.22056026979182874,False,False,False,False,IC_A
C100478,31.327,Sudden_Anomaly,50.0,14.279365416073151,MEDIUM,ENHANCED_MONITORING,-17.04763458392685,17.04763458392685,False,False,True,True,IC_A
C070090,10.562,Normal,50.0,10.472801917384432,LOW,NORMAL,-0.08919808261556739,0.08919808261556739,False,False,False,False,IC_A
C100452,12.05,Normal,50.0,12.785995565280142,MEDIUM,ENHANCED_MONITORING,0.7359955652801418,0.7359955652801418,False,False,False,True,IC_A
C070358,10.664,Normal,50.0,10.764753566097484,LOW,NORMAL,0.10075356609748454,0.10075356609748454,False,False,False,False,IC_A
C090375,11.998,Normal,50.0,11.59097120922747,LOW,NORMAL,-0.40702879077252874,0.40702879077252874,False,False,False,False,IC_A
C010204,12.16,Normal,50.0,12.206809772172772,LOW,NORMAL,0.0468097721727716,0.0468097721727716,False,False,False,False,IC_A
C080187,66.139,Absolute_Failure,50.0,62.81695508002417,CRITICAL,IMMEDIATE_REVIEW,-3.3220449199758235,3.3220449199758235,True,True,True,True,IC_A
C050131,12.707,Normal,50.0,13.243770616049057,LOW,NORMAL,0.536770616049056,0.536770616049056,False,False,False,False,IC_A
C100013,11.891,Normal,50.0,12.178209640497869,LOW,NORMAL,0.2872096404978688,0.2872096404978688,False,False,False,False,IC_A
C010496,9.485,Normal,50.0,9.46115076936738,LOW,NORMAL,-0.023849230632619012,0.023849230632619012,False,False,False,False,IC_A
C020153,8.058,Normal,50.0,8.530767525127645,LOW,NORMAL,0.4727675251276455,0.4727675251276455,False,False,False,False,IC_A
C090459,40.778,Latent_Defect,50.0,38.3211075224262,MEDIUM,ENHANCED_MONITORING,-2.4568924775737955,2.4568924775737955,False,False,True,True,IC_A
C020129,11.325,Normal,50.0,11.185464995574014,LOW,NORMAL,-0.13953500442598532,0.13953500442598532,False,False,False,False,IC_A
C100398,14.478,Normal,50.0,14.192566338023084,LOW,NORMAL,-0.28543366197691533,0.28543366197691533,False,False,False,False,IC_A
C060462,10.742,Normal,50.0,12.320340541163375,MEDIUM,ENHANCED_MONITORING,1.5783405411633744,1.5783405411633744,False,False,False,True,IC_A
C060277,40.963,Latent_Defect,50.0,35.8193994195437,MEDIUM,ENHANCED_MONITORING,-5.143600580456301,5.143600580456301,False,False,True,True,IC_A
C070114,11.593,Normal,50.0,12.06085015865925,LOW,NORMAL,0.4678501586592496,0.4678501586592496,False,False,False,False,IC_A
C070404,9.221,Normal,50.0,9.488886018021436,LOW,NORMAL,0.26788601802143575,0.26788601802143575,False,False,False,False,IC_A
C060265,11.047,Normal,50.0,11.459595697859813,MEDIUM,ENHANCED_MONITORING,0.4125956978598122,0.4125956978598122,False,False,False,True,IC_A
C060258,12.284,Normal,50.0,11.685022611495947,LOW,NORMAL,-0.5989773885040535,0.5989773885040535,False,False,False,False,IC_A
C070134,11.025,Normal,50.0,11.205547429380497,LOW,NORMAL,0.18054742938049628,0.18054742938049628,False,False,False,False,IC_A
C020457,12.086,Normal,50.0,11.673898220934904,LOW,NORMAL,-0.4121017790650967,0.4121017790650967,False,False,False,False,IC_A
C090373,10.038,Normal,50.0,9.834988362166175,LOW,NORMAL,-0.20301163783382492,0.20301163783382492,False,False,False,False,IC_A
C080332,10.274,Normal,50.0,10.40921238011633,LOW,NORMAL,0.13521238011633052,0.13521238011633052,False,False,False,False,IC_A
C040135,10.397,Normal,50.0,10.369646661058498,LOW,NORMAL,-0.02735333894150216,0.02735333894150216,False,False,False,False,IC_A
C070210,41.128,Latent_Defect,50.0,36.70337325630982,MEDIUM,ENHANCED_MONITORING,-4.424626743690183,4.424626743690183,False,False,True,True,IC_A
C030088,10.429,Normal,50.0,10.870193808560678,LOW,NORMAL,0.44119380856067814,0.44119380856067814,False,False,False,False,IC_A
C020104,11.259,Normal,50.0,11.394489853750578,LOW,NORMAL,0.13548985375057754,0.13548985375057754,False,False,False,False,IC_A
C090351,36.826,Latent_Defect,50.0,37.082926218074405,MEDIUM,ENHANCED_MONITORING,0.25692621807440474,0.25692621807440474,False,False,True,True,IC_A
C010450,11.085,Normal,50.0,10.365960315727133,LOW,NORMAL,-0.7190396842728681,0.7190396842728681,False,False,False,False,IC_A
C020005,38.312,Latent_Defect,50.0,36.05715272279803,MEDIUM,ENHANCED_MONITORING,-2.254847277201968,2.254847277201968,False,False,True,True,IC_A
C080376,10.952,Normal,50.0,11.180371219836092,LOW,NORMAL,0.22837121983609165,0.22837121983609165,False,False,False,False,IC_A
C080314,11.523,Normal,50.0,11.439980744364329,LOW,NORMAL,-0.08301925563567103,0.08301925563567103,False,False,False,False,IC_A
C050208,9.574,Normal,50.0,9.637683695725752,LOW,NORMAL,0.06368369572575183,0.06368369572575183,False,False,False,False,IC_A
C090109,10.666,Normal,50.0,18.286301911654046,MEDIUM,ENHANCED_MONITORING,7.620301911654046,7.620301911654046,False,False,False,True,IC_A
C100476,38.878,Sudden_Anomaly,50.0,36.4629885873336,MEDIUM,ENHANCED_MONITORING,-2.415011412666402,2.415011412666402,False,False,True,True,IC_A
C020302,10.167,Normal,50.0,10.774483491849804,LOW,NORMAL,0.6074834918498038,0.6074834918498038,False,False,False,False,IC_A
C040202,22.185,High_Stable,50.0,22.267029096720503,WATCH,MONITOR,0.08202909672050396,0.08202909672050396,False,False,True,True,IC_A
C030075,23.745,High_Stable,50.0,23.930845603037277,WATCH,MONITOR,0.1858456030372757,0.1858456030372757,False,False,True,True,IC_A
C060407,11.501,Normal,50.0,11.264429536864773,LOW,NORMAL,-0.23657046313522656,0.23657046313522656,False,False,False,False,IC_A
C060031,10.54,Normal,50.0,10.98405961664177,LOW,NORMAL,0.4440596166417716,0.4440596166417716,False,False,False,False,IC_A
C020325,11.498,Normal,50.0,11.897466186176803,LOW,NORMAL,0.3994661861768041,0.3994661861768041,False,False,False,False,IC_A
C060260,11.243,Normal,50.0,11.455756806962242,LOW,NORMAL,0.21275680696224164,0.21275680696224164,False,False,False,False,IC_A
C090081,63.001,Absolute_Failure,50.0,64.31318796996749,CRITICAL,IMMEDIATE_REVIEW,1.3121879699674892,1.3121879699674892,True,True,True,True,IC_A
C040010,11.296,Normal,50.0,11.30518823641837,LOW,NORMAL,0.009188236418371076,0.009188236418371076,False,False,False,False,IC_A
C100274,11.942,Normal,50.0,14.321509035309113,MEDIUM,ENHANCED_MONITORING,2.3795090353091126,2.3795090353091126,False,False,False,True,IC_A
C090236,9.897,Normal,50.0,9.99125820367562,LOW,NORMAL,0.09425820367562032,0.09425820367562032,False,False,False,False,IC_A
C070424,9.85,Normal,50.0,9.534477768741093,LOW,NORMAL,-0.31552223125890677,0.31552223125890677,False,False,False,False,IC_A
C090080,11.771,Normal,50.0,11.678458436360376,LOW,NORMAL,-0.09254156363962451,0.09254156363962451,False,False,False,False,IC_A
C060244,60.968,Absolute_Failure,50.0,60.16812481502525,CRITICAL,IMMEDIATE_REVIEW,-0.7998751849747521,0.7998751849747521,True,True,True,True,IC_A
C020029,10.537,Normal,50.0,10.398231163162336,LOW,NORMAL,-0.13876883683766472,0.13876883683766472,False,False,False,False,IC_A
C100195,12.811,Normal,50.0,13.222622312083349,MEDIUM,ENHANCED_MONITORING,0.4116223120833489,0.4116223120833489,False,False,False,True,IC_A
C010317,12.255,Normal,50.0,14.779358362645883,MEDIUM,ENHANCED_MONITORING,2.5243583626458825,2.5243583626458825,False,False,False,True,IC_A
C060376,10.627,Normal,50.0,10.51746295909067,LOW,NORMAL,-0.10953704090933059,0.10953704090933059,False,False,False,False,IC_A
C070066,9.091,Normal,50.0,9.390786291122003,LOW,NORMAL,0.29978629112200395,0.29978629112200395,False,False,False,False,IC_A
C100244,13.375,Normal,50.0,13.2102574447924,LOW,NORMAL,-0.1647425552075994,0.1647425552075994,False,False,False,False,IC_A
C090406,9.861,Normal,50.0,9.498426985127184,LOW,NORMAL,-0.362573014872817,0.362573014872817,False,False,False,False,IC_A
C090155,10.464,Normal,50.0,10.772956083748134,LOW,NORMAL,0.308956083748134,0.308956083748134,False,False,False,False,IC_A
C020028,8.871,Normal,50.0,9.411169448960893,MEDIUM,ENHANCED_MONITORING,0.5401694489608921,0.5401694489608921,False,False,False,True,IC_A
C030058,11.311,Normal,50.0,11.217409021273411,LOW,NORMAL,-0.0935909787265885,0.0935909787265885,False,False,False,False,IC_A
C050074,12.31,Normal,50.0,16.723960861880652,MEDIUM,ENHANCED_MONITORING,4.413960861880652,4.413960861880652,False,False,False,True,IC_A
C030098,11.288,Normal,50.0,11.755331970858286,LOW,NORMAL,0.46733197085828593,0.46733197085828593,False,False,False,False,IC_A
C090128,9.117,Normal,50.0,9.741102360005192,LOW,NORMAL,0.6241023600051907,0.6241023600051907,False,False,False,False,IC_A
C040102,9.581,Normal,50.0,9.8023579720725,LOW,NORMAL,0.22135797207250008,0.22135797207250008,False,False,False,False,IC_A
C030359,11.389,Normal,50.0,11.695608990269086,LOW,NORMAL,0.30660899026908695,0.30660899026908695,False,False,False,False,IC_A
C020268,10.582,Normal,50.0,10.981421614352085,LOW,NORMAL,0.3994216143520841,0.3994216143520841,False,False,False,False,IC_A
C020048,9.66,Normal,50.0,10.127844569239452,LOW,NORMAL,0.4678445692394515,0.4678445692394515,False,False,False,False,IC_A
C030447,10.75,Normal,50.0,11.210862133835086,LOW,NORMAL,0.4608621338350858,0.4608621338350858,False,False,False,False,IC_A
C080429,10.685,Normal,50.0,10.757671681249024,LOW,NORMAL,0.07267168124902312,0.07267168124902312,False,False,False,False,IC_A
C080232,10.868,Normal,50.0,10.799562291225486,LOW,NORMAL,-0.06843770877451405,0.06843770877451405,False,False,False,False,IC_A
C100083,38.55,Latent_Defect,50.0,40.28573689885116,MEDIUM,ENHANCED_MONITORING,1.7357368988511652,1.7357368988511652,False,False,True,True,IC_A
C020364,9.771,Normal,50.0,9.166640618386166,LOW,NORMAL,-0.6043593816138344,0.6043593816138344,False,False,False,False,IC_A
C010132,11.725,Normal,50.0,12.250782860587345,LOW,NORMAL,0.5257828605873449,0.5257828605873449,False,False,False,False,IC_A
C020287,9.04,Normal,50.0,9.254214699205722,LOW,NORMAL,0.21421469920572278,0.21421469920572278,False,False,False,False,IC_A
C030102,11.943,Normal,50.0,11.91888909999432,LOW,NORMAL,-0.02411090000567917,0.02411090000567917,False,False,False,False,IC_A
C080455,11.242,Normal,50.0,11.263288638149312,LOW,NORMAL,0.021288638149311367,0.021288638149311367,False,False,False,False,IC_A
C020285,11.628,Normal,50.0,11.38274359479812,LOW,NORMAL,-0.2452564052018804,0.2452564052018804,False,False,False,False,IC_A
C010293,10.99,Normal,50.0,11.267992931352746,LOW,NORMAL,0.2779929313527454,0.2779929313527454,False,False,False,False,IC_A
C010415,11.995,Normal,50.0,11.906910956234787,LOW,NORMAL,-0.08808904376521198,0.08808904376521198,False,False,False,False,IC_A
C030184,11.875,Normal,50.0,11.298825651041254,LOW,NORMAL,-0.5761743489587463,0.5761743489587463,False,False,False,False,IC_A
C100182,12.514,Normal,50.0,12.34534900364012,LOW,NORMAL,-0.16865099635987946,0.16865099635987946,False,False,False,False,IC_A
C050097,31.137,Latent_Defect,50.0,36.0464944279401,MEDIUM,ENHANCED_MONITORING,4.909494427940096,4.909494427940096,False,False,True,True,IC_A
C030260,12.927,Normal,50.0,12.988633511007972,LOW,NORMAL,0.06163351100797243,0.06163351100797243,False,False,False,False,IC_A
C060291,12.425,Normal,50.0,13.73801800197135,MEDIUM,ENHANCED_MONITORING,1.3130180019713489,1.3130180019713489,False,False,False,True,IC_A
C010224,12.415,Normal,50.0,12.645746852472293,LOW,NORMAL,0.23074685247229354,0.23074685247229354,False,False,False,False,IC_A
C020464,38.126,Latent_Defect,50.0,34.66568546834692,MEDIUM,ENHANCED_MONITORING,-3.4603145316530757,3.4603145316530757,False,False,True,True,IC_A
C080082,10.048,Normal,50.0,10.37988517487958,LOW,NORMAL,0.3318851748795808,0.3318851748795808,False,False,False,False,IC_A
C090163,10.785,Normal,50.0,10.483248817863744,LOW,NORMAL,-0.30175118213625574,0.30175118213625574,False,False,False,False,IC_A
C100144,13.12,Normal,50.0,12.909390361363071,LOW,NORMAL,-0.21060963863692805,0.21060963863692805,False,False,False,False,IC_A
C060434,10.413,Normal,50.0,9.959343014421515,LOW,NORMAL,-0.4536569855784851,0.4536569855784851,False,False,False,False,IC_A
C070162,72.964,Absolute_Failure,50.0,70.00569594868324,CRITICAL,IMMEDIATE_REVIEW,-2.958304051316759,2.958304051316759,True,True,True,True,IC_A
C030400,21.835,High_Stable,50.0,21.62414953778859,WATCH,MONITOR,-0.21085046221141113,0.21085046221141113,False,False,True,True,IC_A
C080338,11.979,Normal,50.0,12.470562347455978,MEDIUM,ENHANCED_MONITORING,0.4915623474559787,0.4915623474559787,False,False,False,True,IC_A
C030039,11.373,Normal,50.0,11.27812601055886,LOW,NORMAL,-0.09487398944113856,0.09487398944113856,False,False,False,False,IC_A
C070297,9.807,Normal,50.0,10.315714221379563,LOW,NORMAL,0.508714221379563,0.508714221379563,False,False,False,False,IC_A
C020134,12.061,Normal,50.0,12.18501188182315,LOW,NORMAL,0.12401188182315082,0.12401188182315082,False,False,False,False,IC_A
C100215,14.219,Normal,50.0,24.967844260101,MEDIUM,ENHANCED_MONITORING,10.748844260101,10.748844260101,False,False,False,True,IC_A
C100296,11.683,Normal,50.0,17.772651652090623,MEDIUM,ENHANCED_MONITORING,6.089651652090623,6.089651652090623,False,False,False,True,IC_A
C020272,11.032,Normal,50.0,11.46516045865452,LOW,NORMAL,0.4331604586545197,0.4331604586545197,False,False,False,False,IC_A
C090023,10.963,Normal,50.0,12.118932986057883,MEDIUM,ENHANCED_MONITORING,1.1559329860578842,1.1559329860578842,False,False,False,True,IC_A
C030355,42.361,Latent_Defect,50.0,38.06167367956349,MEDIUM,ENHANCED_MONITORING,-4.299326320436506,4.299326320436506,False,False,True,True,IC_A
C070310,9.781,Normal,50.0,10.099958242343952,LOW,NORMAL,0.3189582423439514,0.3189582423439514,False,False,False,False,IC_A
C070085,11.277,Normal,50.0,11.558385736714603,LOW,NORMAL,0.2813857367146042,0.2813857367146042,False,False,False,False,IC_A
C040124,9.553,Normal,50.0,9.44018567530309,LOW,NORMAL,-0.11281432469691133,0.11281432469691133,False,False,False,False,IC_A
C100421,12.323,Normal,50.0,13.47441640035994,MEDIUM,ENHANCED_MONITORING,1.15141640035994,1.15141640035994,False,False,False,True,IC_A
C040201,9.78,Normal,50.0,10.990876148577891,MEDIUM,ENHANCED_MONITORING,1.210876148577892,1.210876148577892,False,False,False,True,IC_A
C050398,13.075,Normal,50.0,13.655115743962185,MEDIUM,ENHANCED_MONITORING,0.5801157439621853,0.5801157439621853,False,False,False,True,IC_A
C090440,11.93,Normal,50.0,11.986149328337952,LOW,NORMAL,0.05614932833795194,0.05614932833795194,False,False,False,False,IC_A
C100213,10.541,Normal,50.0,11.575092454530312,MEDIUM,ENHANCED_MONITORING,1.0340924545303114,1.0340924545303114,False,False,False,True,IC_A
C010121,11.366,Normal,50.0,11.68624942436248,LOW,NORMAL,0.32024942436247983,0.32024942436247983,False,False,False,False,IC_A
C010269,10.229,Normal,50.0,13.34140810300546,MEDIUM,ENHANCED_MONITORING,3.1124081030054604,3.1124081030054604,False,False,False,True,IC_A
C080310,9.257,Normal,50.0,9.123377642902735,LOW,NORMAL,-0.13362235709726455,0.13362235709726455,False,False,False,False,IC_A
C060357,10.322,Normal,50.0,10.021240793514588,LOW,NORMAL,-0.3007592064854112,0.3007592064854112,False,False,False,False,IC_A
C040077,10.322,Normal,50.0,10.392847208231412,LOW,NORMAL,0.0708472082314131,0.0708472082314131,False,False,False,False,IC_A
C050498,26.707,High_Stable,50.0,26.642896948773444,WATCH,MONITOR,-0.06410305122655657,0.06410305122655657,False,False,True,True,IC_A
C050256,11.385,Normal,50.0,11.656639398736178,LOW,NORMAL,0.2716393987361787,0.2716393987361787,False,False,False,False,IC_A
C080022,11.428,Normal,50.0,13.776013947290732,MEDIUM,ENHANCED_MONITORING,2.348013947290731,2.348013947290731,False,False,False,True,IC_A
C090361,13.086,Normal,50.0,15.338991498850993,MEDIUM,ENHANCED_MONITORING,2.2529914988509923,2.2529914988509923,False,False,False,True,IC_A
C020428,9.057,Normal,50.0,9.486219350497173,LOW,NORMAL,0.4292193504971724,0.4292193504971724,False,False,False,False,IC_A
C030052,33.321,Latent_Defect,50.0,36.01099637752754,MEDIUM,ENHANCED_MONITORING,2.6899963775275424,2.6899963775275424,False,False,True,True,IC_A
C040362,10.61,Normal,50.0,10.553898872532084,LOW,NORMAL,-0.05610112746791529,0.05610112746791529,False,False,False,False,IC_A
C080421,11.54,Normal,50.0,11.668813333017129,LOW,NORMAL,0.1288133330171295,0.1288133330171295,False,False,False,False,IC_A
