component_id,component_type,lot_id,risk_score,qa_classification,priority_rank,screening_recommendation,strongest_risk_factor,explanation_summary
C8133,TypeA,L5,64.44696253465668,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8133 was analyzed for predicted. The latest observed value is 32.5253 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.5253 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4043,TypeC,L3,64.44099082061693,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4043 was analyzed for predicted. The latest observed value is 35.8008 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 35.8008 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9556,TypeB,L5,64.44001218926361,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C9556 was analyzed for predicted. The latest observed value is 30.1838 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 30.1838 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2060,TypeB,L2,64.430231357915,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C2060 was analyzed for predicted. The latest observed value is 31.2897 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.2897 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C323,TypeA,L1,64.42813529987666,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C323 was analyzed for predicted. The latest observed value is 29.5554 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 29.5554 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5990,TypeC,L3,64.42278504194418,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5990 was analyzed for predicted. The latest observed value is 36.9979 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 36.9979 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3925,TypeC,L2,64.42076238076811,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C3925 was analyzed for predicted. The latest observed value is 35.6797 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 35.6797 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1559,TypeC,L1,64.41915288367231,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C1559 was analyzed for predicted. The latest observed value is 45.5349 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 45.5349 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8861,TypeC,L5,64.4088899946407,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8861 was analyzed for predicted. The latest observed value is 32.6133 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.6133 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8378,TypeA,L5,64.39897095255388,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8378 was analyzed for predicted. The latest observed value is 30.9982 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 30.9982 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C180,TypeB,L1,64.39643695157136,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C180 was analyzed for predicted. The latest observed value is 33.6024 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.6024 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6445,TypeA,L4,64.39628457394416,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C6445 was analyzed for predicted. The latest observed value is 42.8100 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 42.8100 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2190,TypeB,L2,64.3962655925878,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C2190 was analyzed for predicted. The latest observed value is 31.3833 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.3833 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6327,TypeB,L4,64.38593312605234,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C6327 was analyzed for predicted. The latest observed value is 36.7019 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 36.7019 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7385,TypeB,L4,64.38571348723731,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C7385 was analyzed for predicted. The latest observed value is 31.7458 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.7458 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5071,TypeA,L3,64.38548927382578,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5071 was analyzed for predicted. The latest observed value is 38.4827 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 38.4827 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3167,TypeA,L2,64.38400832580612,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C3167 was analyzed for predicted. The latest observed value is 33.7886 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.7886 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5961,TypeC,L3,64.38295967335708,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5961 was analyzed for predicted. The latest observed value is 34.6426 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.6426 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C819,TypeB,L1,64.37904734457534,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C819 was analyzed for predicted. The latest observed value is 32.7079 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.7079 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4824,TypeC,L3,64.37022376925604,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4824 was analyzed for predicted. The latest observed value is 35.2523 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 35.2523 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8095,TypeB,L5,64.35378557290572,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8095 was analyzed for predicted. The latest observed value is 38.6127 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 38.6127 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4952,TypeC,L3,64.35322690757775,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4952 was analyzed for predicted. The latest observed value is 38.3980 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 38.3980 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4655,TypeA,L3,64.35219052490054,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4655 was analyzed for predicted. The latest observed value is 46.7030 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 46.7030 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1644,TypeA,L1,64.35138420587111,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C1644 was analyzed for predicted. The latest observed value is 36.2533 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 36.2533 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1523,TypeC,L1,64.3426119654394,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C1523 was analyzed for predicted. The latest observed value is 32.2220 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.2220 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5649,TypeC,L3,64.33451479331109,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5649 was analyzed for predicted. The latest observed value is 34.8479 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.8479 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4820,TypeC,L3,64.33327253993696,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4820 was analyzed for predicted. The latest observed value is 45.1571 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 45.1571 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8062,TypeA,L5,64.33037591623354,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8062 was analyzed for predicted. The latest observed value is 33.3671 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.3671 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9322,TypeC,L5,64.32961855064984,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C9322 was analyzed for predicted. The latest observed value is 34.1263 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.1263 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4463,TypeC,L3,64.32460892585664,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4463 was analyzed for predicted. The latest observed value is 45.3523 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 45.3523 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C686,TypeC,L1,64.3208853323478,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C686 was analyzed for predicted. The latest observed value is 41.1056 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 41.1056 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1038,TypeC,L1,64.31679997072169,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C1038 was analyzed for predicted. The latest observed value is 32.6748 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.6748 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5115,TypeA,L3,64.30908367442608,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5115 was analyzed for predicted. The latest observed value is 30.9259 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 30.9259 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2631,TypeB,L2,64.30466352588303,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C2631 was analyzed for predicted. The latest observed value is 35.6395 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 35.6395 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3176,TypeB,L2,64.30233748963018,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C3176 was analyzed for predicted. The latest observed value is 35.0566 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 35.0566 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2120,TypeA,L2,64.29677260899966,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C2120 was analyzed for predicted. The latest observed value is 41.0843 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 41.0843 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4063,TypeC,L3,64.29602535373361,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4063 was analyzed for predicted. The latest observed value is 38.6534 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 38.6534 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8335,TypeA,L5,64.28473409616421,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8335 was analyzed for predicted. The latest observed value is 46.3350 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 46.3350 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3140,TypeB,L2,64.2795774277316,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C3140 was analyzed for predicted. The latest observed value is 30.7889 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 30.7889 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5036,TypeB,L3,64.26803043351813,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5036 was analyzed for predicted. The latest observed value is 35.1837 at 168h. Specification status: WITHIN_LIMIT. Anomaly status: ANOMALOUS. Drift status: DRIFT_FLAGGED. A predicted value of 35.1837 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9191,TypeB,L5,64.26785294601396,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C9191 was analyzed for predicted. The latest observed value is 41.4770 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 41.4770 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4371,TypeC,L3,64.25900583149307,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4371 was analyzed for predicted. The latest observed value is 34.0999 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.0999 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3080,TypeA,L2,64.25694913533327,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C3080 was analyzed for predicted. The latest observed value is 48.3812 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 48.3812 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1848,TypeC,L1,64.25244785593893,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C1848 was analyzed for predicted. The latest observed value is 31.2677 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.2677 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6173,TypeB,L4,64.24899069393187,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C6173 was analyzed for predicted. The latest observed value is 43.1100 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 43.1100 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4853,TypeB,L3,64.24876186764052,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4853 was analyzed for predicted. The latest observed value is 45.4474 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 45.4474 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8067,TypeA,L5,64.24769733845798,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8067 was analyzed for predicted. The latest observed value is 38.7290 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 38.7290 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5806,TypeC,L3,64.24744464239913,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5806 was analyzed for predicted. The latest observed value is 40.6099 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 40.6099 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5862,TypeA,L3,64.2470935776977,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5862 was analyzed for predicted. The latest observed value is 35.3358 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 35.3358 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6073,TypeC,L4,64.23960575944814,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C6073 was analyzed for predicted. The latest observed value is 48.1993 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 48.1993 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C575,TypeA,L1,64.23848512972349,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C575 was analyzed for predicted. The latest observed value is 31.1445 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.1445 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C1801,TypeB,L1,64.23559221649259,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C1801 was analyzed for predicted. The latest observed value is 38.6067 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 38.6067 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5350,TypeC,L3,64.22330320965581,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5350 was analyzed for predicted. The latest observed value is 36.0770 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 36.0770 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C9930,TypeB,L5,64.21325449098855,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C9930 was analyzed for predicted. The latest observed value is 32.0717 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.0717 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4807,TypeA,L3,64.20676150828237,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4807 was analyzed for predicted. The latest observed value is 34.3303 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.3303 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4185,TypeB,L3,64.203724312843,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4185 was analyzed for predicted. The latest observed value is 31.2365 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.2365 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C980,TypeC,L1,64.20268678476168,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C980 was analyzed for predicted. The latest observed value is 43.4688 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 43.4688 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8557,TypeB,L5,64.19748306828109,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8557 was analyzed for predicted. The latest observed value is 35.2979 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 35.2979 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4859,TypeB,L3,64.18692848163212,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4859 was analyzed for predicted. The latest observed value is 34.3087 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.3087 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5183,TypeB,L3,64.18582399114909,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5183 was analyzed for predicted. The latest observed value is 35.0454 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 35.0454 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8068,TypeA,L5,64.18535772496887,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8068 was analyzed for predicted. The latest observed value is 39.1468 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 39.1468 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6560,TypeB,L4,64.17921319479696,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C6560 was analyzed for predicted. The latest observed value is 34.7179 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.7179 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4684,TypeB,L3,64.1791041118005,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4684 was analyzed for predicted. The latest observed value is 33.2858 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.2858 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7307,TypeC,L4,64.17402396062954,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C7307 was analyzed for predicted. The latest observed value is 35.0451 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 35.0451 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5553,TypeA,L3,64.17219515080848,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5553 was analyzed for predicted. The latest observed value is 34.8974 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 34.8974 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5791,TypeA,L3,64.17110682023673,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5791 was analyzed for predicted. The latest observed value is 37.7229 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 37.7229 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6056,TypeA,L4,64.16214927281119,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C6056 was analyzed for predicted. The latest observed value is 31.8724 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.8724 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8031,TypeB,L5,64.1562883186819,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8031 was analyzed for predicted. The latest observed value is 31.7983 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 31.7983 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2630,TypeC,L2,64.1559195446369,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C2630 was analyzed for predicted. The latest observed value is 30.8107 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 30.8107 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C3062,TypeC,L2,64.1480539110501,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C3062 was analyzed for predicted. The latest observed value is 32.3432 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 32.3432 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C7379,TypeA,L4,64.14262211185566,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C7379 was analyzed for predicted. The latest observed value is 33.6116 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.6116 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C5217,TypeA,L3,64.13956974974285,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C5217 was analyzed for predicted. The latest observed value is 33.1667 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 33.1667 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4982,TypeB,L3,64.1367063454016,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4982 was analyzed for predicted. The latest observed value is 44.6991 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 44.6991 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4234,TypeB,L3,64.1283477828527,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4234 was analyzed for predicted. The latest observed value is 37.8791 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 37.8791 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C8261,TypeB,L5,64.12683066217427,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C8261 was analyzed for predicted. The latest observed value is 38.2033 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 38.2033 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C6800,TypeC,L4,64.12666725926664,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C6800 was analyzed for predicted. The latest observed value is 30.3880 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 30.3880 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C2230,TypeC,L2,64.12166818955714,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C2230 was analyzed for predicted. The latest observed value is 35.7060 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 35.7060 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
C4953,TypeA,L3,64.11576395341561,Review,2,Follow the configured QA policy for this classification.,future_factor,Component C4953 was analyzed for predicted. The latest observed value is 36.1110 at 168h. Specification status: VIOLATED. Anomaly status: ANOMALY_SCORE_PRESENT. Drift status: DRIFT_FLAGGED. A predicted value of 36.1110 is available for 168h. The strongest risk factor reported by the Risk Engine is future factor.
