component_id,component_type,parameter,time,value,lower_limit,upper_limit
C040323,IC_A,iddq,168,11.073,0,50
C040323,IC_A,iddq,168,11.073,0,50
C040323,IC_A,iddq,168,0.0968745975610134,0,50
C040324,IC_A,iddq,0,21.114,0,50
C040324,IC_A,iddq,0,21.114,0,50
C040324,IC_A,iddq,0,21.114,0,50
C040324,IC_A,iddq,0,21.114,0,50
C040324,IC_A,iddq,0,21.114,0,50
C040324,IC_A,iddq,24,21.547,0,50
C040324,IC_A,iddq,24,21.547,0,50
C040324,IC_A,iddq,24,2.829580237290331,0,50
C040324,IC_A,iddq,24,21.547,0,50
C040324,IC_A,iddq,24,2.829580237290331,0,50
C040324,IC_A,iddq,24,21.547,0,50
C040324,IC_A,iddq,24,21.547,0,50
C040324,IC_A,iddq,24,2.829580237290331,0,50
C040324,IC_A,iddq,96,21.814,0,50
C040324,IC_A,iddq,96,2.8992415324791536,0,50
C040324,IC_A,iddq,96,21.814,0,50
C040324,IC_A,iddq,96,2.8992415324791536,0,50
C040324,IC_A,iddq,96,21.814,0,50
C040324,IC_A,iddq,96,2.8992415324791536,0,50
C040324,IC_A,iddq,168,22.216,0,50
C040324,IC_A,iddq,168,3.004124830853336,0,50
C040324,IC_A,iddq,168,22.216,0,50
C040324,IC_A,iddq,168,3.004124830853336,0,50
C040324,IC_A,iddq,168,22.216,0,50
C040324,IC_A,iddq,168,22.216,0,50
C040324,IC_A,iddq,168,3.004124830853336,0,50
C040325,IC_A,iddq,0,8.953,0,50
C040325,IC_A,iddq,0,8.953,0,50
C040325,IC_A,iddq,0,8.953,0,50
C040325,IC_A,iddq,0,8.953,0,50
C040325,IC_A,iddq,0,8.953,0,50
C040325,IC_A,iddq,24,9.183,0,50
C040325,IC_A,iddq,24,9.183,0,50
C040325,IC_A,iddq,24,-0.3962334470340229,0,50
C040325,IC_A,iddq,24,9.183,0,50
C040325,IC_A,iddq,24,-0.3962334470340229,0,50
C040325,IC_A,iddq,24,9.183,0,50
C040325,IC_A,iddq,24,9.183,0,50
C040325,IC_A,iddq,24,-0.3962334470340229,0,50
C040325,IC_A,iddq,96,9.296,0,50
C040325,IC_A,iddq,96,-0.3667513258492405,0,50
C040325,IC_A,iddq,96,9.296,0,50
C040325,IC_A,iddq,96,-0.3667513258492405,0,50
C040325,IC_A,iddq,96,9.296,0,50
C040325,IC_A,iddq,96,-0.3667513258492405,0,50
C040325,IC_A,iddq,168,9.772,0,50
C040325,IC_A,iddq,168,-0.2425611516549348,0,50
C040325,IC_A,iddq,168,9.772,0,50
C040325,IC_A,iddq,168,-0.2425611516549348,0,50
C040325,IC_A,iddq,168,9.772,0,50
C040325,IC_A,iddq,168,9.772,0,50
C040325,IC_A,iddq,168,-0.2425611516549348,0,50
C040326,IC_A,iddq,0,11.684,0,50
C040326,IC_A,iddq,0,11.684,0,50
C040326,IC_A,iddq,0,11.684,0,50
C040326,IC_A,iddq,0,11.684,0,50
C040326,IC_A,iddq,0,11.684,0,50
C040326,IC_A,iddq,24,11.379,0,50
C040326,IC_A,iddq,24,11.379,0,50
C040326,IC_A,iddq,24,0.1767111381144953,0,50
C040326,IC_A,iddq,24,11.379,0,50
C040326,IC_A,iddq,24,0.1767111381144953,0,50
C040326,IC_A,iddq,24,11.379,0,50
C040326,IC_A,iddq,24,11.379,0,50
C040326,IC_A,iddq,24,0.1767111381144953,0,50
C040326,IC_A,iddq,96,11.543,0,50
C040326,IC_A,iddq,96,0.2194993493915248,0,50
C040326,IC_A,iddq,96,11.543,0,50
C040326,IC_A,iddq,96,0.2194993493915248,0,50
C040326,IC_A,iddq,96,11.543,0,50
C040326,IC_A,iddq,96,0.2194993493915248,0,50
C040326,IC_A,iddq,168,11.564,0,50
C040326,IC_A,iddq,168,0.2249783276648032,0,50
C040326,IC_A,iddq,168,11.564,0,50
C040326,IC_A,iddq,168,0.2249783276648032,0,50
C040326,IC_A,iddq,168,11.564,0,50
C040326,IC_A,iddq,168,11.564,0,50
C040326,IC_A,iddq,168,0.2249783276648032,0,50
C040327,IC_A,iddq,0,8.723,0,50
C040327,IC_A,iddq,0,8.723,0,50
C040327,IC_A,iddq,0,8.723,0,50
C040327,IC_A,iddq,0,8.723,0,50
C040327,IC_A,iddq,0,8.723,0,50
C040327,IC_A,iddq,24,8.841,0,50
C040327,IC_A,iddq,24,8.841,0,50
C040327,IC_A,iddq,24,-0.4854625217702677,0,50
C040327,IC_A,iddq,24,8.841,0,50
C040327,IC_A,iddq,24,-0.4854625217702677,0,50
C040327,IC_A,iddq,24,8.841,0,50
C040327,IC_A,iddq,24,8.841,0,50
C040327,IC_A,iddq,24,-0.4854625217702677,0,50
C040327,IC_A,iddq,96,8.994,0,50
C040327,IC_A,iddq,96,-0.4455442514935266,0,50
C040327,IC_A,iddq,96,8.994,0,50
C040327,IC_A,iddq,96,-0.4455442514935266,0,50
C040327,IC_A,iddq,96,8.994,0,50
C040327,IC_A,iddq,96,-0.4455442514935266,0,50
C040327,IC_A,iddq,168,9.328,0,50
C040327,IC_A,iddq,168,-0.3584024065756737,0,50
C040327,IC_A,iddq,168,9.328,0,50
C040327,IC_A,iddq,168,-0.3584024065756737,0,50
C040327,IC_A,iddq,168,9.328,0,50
C040327,IC_A,iddq,168,9.328,0,50
C040327,IC_A,iddq,168,-0.3584024065756737,0,50
C040328,IC_A,iddq,0,9.38,0,50
C040328,IC_A,iddq,0,9.38,0,50
C040328,IC_A,iddq,0,9.38,0,50
C040328,IC_A,iddq,0,9.38,0,50
C040328,IC_A,iddq,0,9.38,0,50
C040328,IC_A,iddq,24,9.421,0,50
C040328,IC_A,iddq,24,9.421,0,50
C040328,IC_A,iddq,24,-0.3341383599368703,0,50
C040328,IC_A,iddq,24,9.421,0,50
C040328,IC_A,iddq,24,-0.3341383599368703,0,50
C040328,IC_A,iddq,24,9.421,0,50
C040328,IC_A,iddq,24,9.421,0,50
C040328,IC_A,iddq,24,-0.3341383599368703,0,50
C040328,IC_A,iddq,96,9.775,0,50
C040328,IC_A,iddq,96,-0.2417784404730379,0,50
C040328,IC_A,iddq,96,9.775,0,50
C040328,IC_A,iddq,96,-0.2417784404730379,0,50
C040328,IC_A,iddq,96,9.775,0,50
C040328,IC_A,iddq,96,-0.2417784404730379,0,50
C040328,IC_A,iddq,168,10.352,0,50
C040328,IC_A,iddq,168,-0.0912369898215374,0,50
C040328,IC_A,iddq,168,10.352,0,50
C040328,IC_A,iddq,168,-0.0912369898215374,0,50
C040328,IC_A,iddq,168,10.352,0,50
C040328,IC_A,iddq,168,10.352,0,50
C040328,IC_A,iddq,168,-0.0912369898215374,0,50
C040329,IC_A,iddq,0,8.919,0,50
C040329,IC_A,iddq,0,8.919,0,50
C040329,IC_A,iddq,0,8.919,0,50
C040329,IC_A,iddq,0,8.919,0,50
C040329,IC_A,iddq,0,8.919,0,50
C040329,IC_A,iddq,24,9.046,0,50
C040329,IC_A,iddq,24,9.046,0,50
C040329,IC_A,iddq,24,-0.4319772576739807,0,50
C040329,IC_A,iddq,24,9.046,0,50
C040329,IC_A,iddq,24,-0.4319772576739807,0,50
C040329,IC_A,iddq,24,9.046,0,50
C040329,IC_A,iddq,24,9.046,0,50
C040329,IC_A,iddq,24,-0.4319772576739807,0,50
C040329,IC_A,iddq,96,9.576,0,50
C040329,IC_A,iddq,96,-0.293698282205531,0,50
C040329,IC_A,iddq,96,9.576,0,50
C040329,IC_A,iddq,96,-0.293698282205531,0,50
C040329,IC_A,iddq,96,9.576,0,50
C040329,IC_A,iddq,96,-0.293698282205531,0,50
C040329,IC_A,iddq,168,9.95,0,50
C040329,IC_A,iddq,168,-0.19612028819572,0,50
C040329,IC_A,iddq,168,9.95,0,50
C040329,IC_A,iddq,168,-0.19612028819572,0,50
C040329,IC_A,iddq,168,9.95,0,50
C040329,IC_A,iddq,168,9.95,0,50
C040329,IC_A,iddq,168,-0.19612028819572,0,50
C040330,IC_A,iddq,0,9.069,0,50
C040330,IC_A,iddq,0,9.069,0,50
C040330,IC_A,iddq,0,9.069,0,50
C040330,IC_A,iddq,0,9.069,0,50
C040330,IC_A,iddq,0,9.069,0,50
C040330,IC_A,iddq,24,8.921,0,50
C040330,IC_A,iddq,24,8.921,0,50
C040330,IC_A,iddq,24,-0.4645902235863508,0,50
C040330,IC_A,iddq,24,8.921,0,50
C040330,IC_A,iddq,24,-0.4645902235863508,0,50
C040330,IC_A,iddq,24,8.921,0,50
C040330,IC_A,iddq,24,8.921,0,50
C040330,IC_A,iddq,24,-0.4645902235863508,0,50
C040330,IC_A,iddq,96,8.865,0,50
C040330,IC_A,iddq,96,-0.4792008323150924,0,50
C040330,IC_A,iddq,96,8.865,0,50
C040330,IC_A,iddq,96,-0.4792008323150924,0,50
C040330,IC_A,iddq,96,8.865,0,50
C040330,IC_A,iddq,96,-0.4792008323150924,0,50
C040330,IC_A,iddq,168,9.134,0,50
C040330,IC_A,iddq,168,-0.4090177296716719,0,50
C040330,IC_A,iddq,168,9.134,0,50
C040330,IC_A,iddq,168,-0.4090177296716719,0,50
C040330,IC_A,iddq,168,9.134,0,50
C040330,IC_A,iddq,168,9.134,0,50
C040330,IC_A,iddq,168,-0.4090177296716719,0,50
C040331,IC_A,iddq,0,9.78,0,50
C040331,IC_A,iddq,0,9.78,0,50
C040331,IC_A,iddq,0,9.78,0,50
C040331,IC_A,iddq,0,9.78,0,50
C040331,IC_A,iddq,0,9.78,0,50
C040331,IC_A,iddq,24,11.387,0,50
C040331,IC_A,iddq,24,11.387,0,50
C040331,IC_A,iddq,24,0.1787983679328872,0,50
C040331,IC_A,iddq,24,11.387,0,50
C040331,IC_A,iddq,24,0.1787983679328872,0,50
C040331,IC_A,iddq,24,11.387,0,50
C040331,IC_A,iddq,24,11.387,0,50
C040331,IC_A,iddq,24,0.1787983679328872,0,50
C040331,IC_A,iddq,96,24.627,0,50
C040331,IC_A,iddq,96,3.63316371737113,0,50
C040331,IC_A,iddq,96,24.627,0,50
C040331,IC_A,iddq,96,3.63316371737113,0,50
C040331,IC_A,iddq,96,24.627,0,50
C040331,IC_A,iddq,96,3.63316371737113,0,50
C040331,IC_A,iddq,168,29.414,0,50
C040331,IC_A,iddq,168,4.882109859951258,0,50
C040331,IC_A,iddq,168,29.414,0,50
C040331,IC_A,iddq,168,4.882109859951258,0,50
C040331,IC_A,iddq,168,29.414,0,50
C040331,IC_A,iddq,168,29.414,0,50
C040331,IC_A,iddq,168,4.882109859951258,0,50
C040332,IC_A,iddq,0,9.048,0,50
C040332,IC_A,iddq,0,9.048,0,50
C040332,IC_A,iddq,0,9.048,0,50
C040332,IC_A,iddq,0,9.048,0,50
C040332,IC_A,iddq,0,9.048,0,50
C040332,IC_A,iddq,24,9.066,0,50
C040332,IC_A,iddq,24,9.066,0,50
C040332,IC_A,iddq,24,-0.4267591831280011,0,50
C040332,IC_A,iddq,24,9.066,0,50
C040332,IC_A,iddq,24,-0.4267591831280011,0,50
C040332,IC_A,iddq,24,9.066,0,50
C040332,IC_A,iddq,24,9.066,0,50
C040332,IC_A,iddq,24,-0.4267591831280011,0,50
C040332,IC_A,iddq,96,9.443,0,50
C040332,IC_A,iddq,96,-0.3283984779362931,0,50
C040332,IC_A,iddq,96,9.443,0,50
C040332,IC_A,iddq,96,-0.3283984779362931,0,50
C040332,IC_A,iddq,96,9.443,0,50
C040332,IC_A,iddq,96,-0.3283984779362931,0,50
C040332,IC_A,iddq,168,9.901,0,50
C040332,IC_A,iddq,168,-0.2089045708333689,0,50
C040332,IC_A,iddq,168,9.901,0,50
C040332,IC_A,iddq,168,-0.2089045708333689,0,50
C040332,IC_A,iddq,168,9.901,0,50
C040332,IC_A,iddq,168,9.901,0,50
C040332,IC_A,iddq,168,-0.2089045708333689,0,50
C040333,IC_A,iddq,0,10.312,0,50
C040333,IC_A,iddq,0,10.312,0,50
C040333,IC_A,iddq,0,10.312,0,50
C040333,IC_A,iddq,0,10.312,0,50
C040333,IC_A,iddq,0,10.312,0,50
C040333,IC_A,iddq,24,10.493,0,50
C040333,IC_A,iddq,24,10.493,0,50
C040333,IC_A,iddq,24,-0.0544495642723839,0,50
C040333,IC_A,iddq,24,10.493,0,50
C040333,IC_A,iddq,24,-0.0544495642723839,0,50
C040333,IC_A,iddq,24,10.493,0,50
C040333,IC_A,iddq,24,10.493,0,50
C040333,IC_A,iddq,24,-0.0544495642723839,0,50
C040333,IC_A,iddq,96,11.135,0,50
C040333,IC_A,iddq,96,0.1130506286535489,0,50
C040333,IC_A,iddq,96,11.135,0,50
C040333,IC_A,iddq,96,0.1130506286535489,0,50
C040333,IC_A,iddq,96,11.135,0,50
C040333,IC_A,iddq,96,0.1130506286535489,0,50
C040333,IC_A,iddq,168,11.544,0,50
C040333,IC_A,iddq,168,0.2197602531188241,0,50
C040333,IC_A,iddq,168,11.544,0,50
C040333,IC_A,iddq,168,0.2197602531188241,0,50
C040333,IC_A,iddq,168,11.544,0,50
C040333,IC_A,iddq,168,11.544,0,50
C040333,IC_A,iddq,168,0.2197602531188241,0,50
C040334,IC_A,iddq,0,27.393,0,50
C040334,IC_A,iddq,0,27.393,0,50
C040334,IC_A,iddq,0,27.393,0,50
C040334,IC_A,iddq,0,27.393,0,50
C040334,IC_A,iddq,0,27.393,0,50
C040334,IC_A,iddq,0,27.393,0,50
C040334,IC_A,iddq,24,40.756,0,50
C040334,IC_A,iddq,24,40.756,0,50
C040334,IC_A,iddq,24,7.841279934976074,0,50
C040334,IC_A,iddq,24,40.756,0,50
C040334,IC_A,iddq,24,7.841279934976074,0,50
C040334,IC_A,iddq,24,40.756,0,50
C040334,IC_A,iddq,24,40.756,0,50
C040334,IC_A,iddq,24,40.756,0,50
C040334,IC_A,iddq,24,7.841279934976074,0,50
C040334,IC_A,iddq,96,59.097,0,50
C040334,IC_A,iddq,96,12.626515197366317,0,50
C040334,IC_A,iddq,96,59.097,0,50
C040334,IC_A,iddq,96,12.626515197366317,0,50
C040334,IC_A,iddq,96,59.097,0,50
C040334,IC_A,iddq,96,12.626515197366317,0,50
C040334,IC_A,iddq,168,75.703,0,50
C040334,IC_A,iddq,168,16.959082492892865,0,50
C040334,IC_A,iddq,168,75.703,0,50
C040334,IC_A,iddq,168,16.959082492892865,0,50
C040334,IC_A,iddq,168,75.703,0,50
C040334,IC_A,iddq,168,75.703,0,50
C040334,IC_A,iddq,168,16.959082492892865,0,50
C040335,IC_A,iddq,0,21.27,0,50
C040335,IC_A,iddq,0,21.27,0,50
C040335,IC_A,iddq,0,21.27,0,50
C040335,IC_A,iddq,0,21.27,0,50
C040335,IC_A,iddq,0,21.27,0,50
C040335,IC_A,iddq,24,21.604,0,50
C040335,IC_A,iddq,24,21.604,0,50
C040335,IC_A,iddq,24,2.8444517497463715,0,50
C040335,IC_A,iddq,24,21.604,0,50
C040335,IC_A,iddq,24,2.8444517497463715,0,50
C040335,IC_A,iddq,24,21.604,0,50
C040335,IC_A,iddq,24,21.604,0,50
C040335,IC_A,iddq,24,2.8444517497463715,0,50
C040335,IC_A,iddq,96,21.366,0,50
C040335,IC_A,iddq,96,2.7823566626492187,0,50
C040335,IC_A,iddq,96,21.366,0,50
C040335,IC_A,iddq,96,2.7823566626492187,0,50
C040335,IC_A,iddq,96,21.366,0,50
C040335,IC_A,iddq,96,2.7823566626492187,0,50
C040335,IC_A,iddq,168,22.225,0,50
C040335,IC_A,iddq,168,3.006472964399027,0,50
C040335,IC_A,iddq,168,22.225,0,50
C040335,IC_A,iddq,168,3.006472964399027,0,50
C040335,IC_A,iddq,168,22.225,0,50
C040335,IC_A,iddq,168,22.225,0,50
C040335,IC_A,iddq,168,3.006472964399027,0,50
C040336,IC_A,iddq,0,9.198,0,50
C040336,IC_A,iddq,0,9.198,0,50
C040336,IC_A,iddq,0,9.198,0,50
C040336,IC_A,iddq,0,9.198,0,50
C040336,IC_A,iddq,0,9.198,0,50
C040336,IC_A,iddq,24,9.275,0,50
C040336,IC_A,iddq,24,9.275,0,50
C040336,IC_A,iddq,24,-0.3722303041225184,0,50
C040336,IC_A,iddq,24,9.275,0,50
C040336,IC_A,iddq,24,-0.3722303041225184,0,50
C040336,IC_A,iddq,24,9.275,0,50
C040336,IC_A,iddq,24,9.275,0,50
C040336,IC_A,iddq,24,-0.3722303041225184,0,50
C040336,IC_A,iddq,96,9.798,0,50
C040336,IC_A,iddq,96,-0.2357776547451618,0,50
C040336,IC_A,iddq,96,9.798,0,50
C040336,IC_A,iddq,96,-0.2357776547451618,0,50
C040336,IC_A,iddq,96,9.798,0,50
C040336,IC_A,iddq,96,-0.2357776547451618,0,50
C040336,IC_A,iddq,168,10.204,0,50
C040336,IC_A,iddq,168,-0.1298507414617835,0,50
C040336,IC_A,iddq,168,10.204,0,50
C040336,IC_A,iddq,168,-0.1298507414617835,0,50
C040336,IC_A,iddq,168,10.204,0,50
C040336,IC_A,iddq,168,10.204,0,50
C040336,IC_A,iddq,168,-0.1298507414617835,0,50
C040337,IC_A,iddq,0,20.56,0,50
C040337,IC_A,iddq,0,20.56,0,50
C040337,IC_A,iddq,0,20.56,0,50
C040337,IC_A,iddq,0,20.56,0,50
C040337,IC_A,iddq,0,20.56,0,50
C040337,IC_A,iddq,24,20.859,0,50
C040337,IC_A,iddq,24,20.859,0,50
C040337,IC_A,iddq,24,2.650078472908646,0,50
C040337,IC_A,iddq,24,20.859,0,50
C040337,IC_A,iddq,24,2.650078472908646,0,50
C040337,IC_A,iddq,24,20.859,0,50
C040337,IC_A,iddq,24,20.859,0,50
C040337,IC_A,iddq,24,2.650078472908646,0,50
C040337,IC_A,iddq,96,22.069,0,50
C040337,IC_A,iddq,96,2.9657719829403884,0,50
C040337,IC_A,iddq,96,22.069,0,50
C040337,IC_A,iddq,96,2.9657719829403884,0,50
C040337,IC_A,iddq,96,22.069,0,50
C040337,IC_A,iddq,96,2.9657719829403884,0,50
C040337,IC_A,iddq,168,21.975,0,50
C040337,IC_A,iddq,168,2.9412470325742865,0,50
C040337,IC_A,iddq,168,21.975,0,50
C040337,IC_A,iddq,168,2.9412470325742865,0,50
C040337,IC_A,iddq,168,21.975,0,50
C040337,IC_A,iddq,168,21.975,0,50
C040337,IC_A,iddq,168,2.9412470325742865,0,50
C040338,IC_A,iddq,0,9.809,0,50
C040338,IC_A,iddq,0,9.809,0,50
C040338,IC_A,iddq,0,9.809,0,50
C040338,IC_A,iddq,0,9.809,0,50
C040338,IC_A,iddq,0,9.809,0,50
C040338,IC_A,iddq,24,9.926,0,50
C040338,IC_A,iddq,24,9.926,0,50
C040338,IC_A,iddq,24,-0.2023819776508948,0,50
C040338,IC_A,iddq,24,9.926,0,50
C040338,IC_A,iddq,24,-0.2023819776508948,0,50
C040338,IC_A,iddq,24,9.926,0,50
C040338,IC_A,iddq,24,9.926,0,50
C040338,IC_A,iddq,24,-0.2023819776508948,0,50
C040338,IC_A,iddq,96,9.818,0,50
C040338,IC_A,iddq,96,-0.2305595801991827,0,50
C040338,IC_A,iddq,96,9.818,0,50
C040338,IC_A,iddq,96,-0.2305595801991827,0,50
C040338,IC_A,iddq,96,9.818,0,50
C040338,IC_A,iddq,96,-0.2305595801991827,0,50
C040338,IC_A,iddq,168,10.057,0,50
C040338,IC_A,iddq,168,-0.1682035893747308,0,50
C040338,IC_A,iddq,168,10.057,0,50
C040338,IC_A,iddq,168,-0.1682035893747308,0,50
C040338,IC_A,iddq,168,10.057,0,50
C040338,IC_A,iddq,168,10.057,0,50
C040338,IC_A,iddq,168,-0.1682035893747308,0,50
C040339,IC_A,iddq,0,10.108,0,50
C040339,IC_A,iddq,0,10.108,0,50
C040339,IC_A,iddq,0,10.108,0,50
C040339,IC_A,iddq,0,10.108,0,50
C040339,IC_A,iddq,0,10.108,0,50
C040339,IC_A,iddq,24,10.027,0,50
C040339,IC_A,iddq,24,10.027,0,50
C040339,IC_A,iddq,24,-0.1760307011937,0,50
C040339,IC_A,iddq,24,10.027,0,50
C040339,IC_A,iddq,24,-0.1760307011937,0,50
C040339,IC_A,iddq,24,10.027,0,50
C040339,IC_A,iddq,24,10.027,0,50
C040339,IC_A,iddq,24,-0.1760307011937,0,50
C040339,IC_A,iddq,96,10.318,0,50
C040339,IC_A,iddq,96,-0.1001077165497022,0,50
C040339,IC_A,iddq,96,10.318,0,50
C040339,IC_A,iddq,96,-0.1001077165497022,0,50
C040339,IC_A,iddq,96,10.318,0,50
C040339,IC_A,iddq,96,-0.1001077165497022,0,50
C040339,IC_A,iddq,168,10.581,0,50
C040339,IC_A,iddq,168,-0.0314900362700755,0,50
C040339,IC_A,iddq,168,10.581,0,50
C040339,IC_A,iddq,168,-0.0314900362700755,0,50
C040339,IC_A,iddq,168,10.581,0,50
C040339,IC_A,iddq,168,10.581,0,50
C040339,IC_A,iddq,168,-0.0314900362700755,0,50
C040340,IC_A,iddq,0,9.615,0,50
C040340,IC_A,iddq,0,9.615,0,50
C040340,IC_A,iddq,0,9.615,0,50
C040340,IC_A,iddq,0,9.615,0,50
C040340,IC_A,iddq,0,9.615,0,50
C040340,IC_A,iddq,24,9.858,0,50
C040340,IC_A,iddq,24,9.858,0,50
C040340,IC_A,iddq,24,-0.220123431107224,0,50
C040340,IC_A,iddq,24,9.858,0,50
C040340,IC_A,iddq,24,-0.220123431107224,0,50
C040340,IC_A,iddq,24,9.858,0,50
C040340,IC_A,iddq,24,9.858,0,50
C040340,IC_A,iddq,24,-0.220123431107224,0,50
C040340,IC_A,iddq,96,9.925,0,50
C040340,IC_A,iddq,96,-0.2026428813781936,0,50
C040340,IC_A,iddq,96,9.925,0,50
C040340,IC_A,iddq,96,-0.2026428813781936,0,50
C040340,IC_A,iddq,96,9.925,0,50
C040340,IC_A,iddq,96,-0.2026428813781936,0,50
C040340,IC_A,iddq,168,10.143,0,50
C040340,IC_A,iddq,168,-0.1457658688270201,0,50
C040340,IC_A,iddq,168,10.143,0,50
C040340,IC_A,iddq,168,-0.1457658688270201,0,50
C040340,IC_A,iddq,168,10.143,0,50
C040340,IC_A,iddq,168,10.143,0,50
C040340,IC_A,iddq,168,-0.1457658688270201,0,50
C040341,IC_A,iddq,0,9.141,0,50
C040341,IC_A,iddq,0,9.141,0,50
C040341,IC_A,iddq,0,9.141,0,50
C040341,IC_A,iddq,0,9.141,0,50
C040341,IC_A,iddq,0,9.141,0,50
C040341,IC_A,iddq,24,13.198,0,50
C040341,IC_A,iddq,24,13.198,0,50
C040341,IC_A,iddq,24,0.6512950180713056,0,50
C040341,IC_A,iddq,24,13.198,0,50
C040341,IC_A,iddq,24,0.6512950180713056,0,50
C040341,IC_A,iddq,24,13.198,0,50
C040341,IC_A,iddq,24,13.198,0,50
C040341,IC_A,iddq,24,0.6512950180713056,0,50
C040341,IC_A,iddq,96,20.665,0,50
C040341,IC_A,iddq,96,2.599463149812648,0,50
C040341,IC_A,iddq,96,20.665,0,50
C040341,IC_A,iddq,96,2.599463149812648,0,50
C040341,IC_A,iddq,96,20.665,0,50
C040341,IC_A,iddq,96,2.5994631498126477,0,50
C040341,IC_A,iddq,168,31.947,0,50
C040341,IC_A,iddq,168,5.542979001199525,0,50
C040341,IC_A,iddq,168,31.947,0,50
C040341,IC_A,iddq,168,5.542979001199525,0,50
C040341,IC_A,iddq,168,31.947,0,50
C040341,IC_A,iddq,168,31.947,0,50
C040341,IC_A,iddq,168,5.542979001199525,0,50
C040342,IC_A,iddq,0,8.457,0,50
C040342,IC_A,iddq,0,8.457,0,50
C040342,IC_A,iddq,0,8.457,0,50
C040342,IC_A,iddq,0,8.457,0,50
C040342,IC_A,iddq,0,8.457,0,50
C040342,IC_A,iddq,24,8.74,0,50
C040342,IC_A,iddq,24,8.74,0,50
C040342,IC_A,iddq,24,-0.5118137982274625,0,50
C040342,IC_A,iddq,24,8.74,0,50
C040342,IC_A,iddq,24,-0.5118137982274625,0,50
C040342,IC_A,iddq,24,8.74,0,50
C040342,IC_A,iddq,24,8.74,0,50
C040342,IC_A,iddq,24,-0.5118137982274625,0,50
C040342,IC_A,iddq,96,9.056,0,50
C040342,IC_A,iddq,96,-0.4293682204009911,0,50
C040342,IC_A,iddq,96,9.056,0,50
C040342,IC_A,iddq,96,-0.4293682204009911,0,50
C040342,IC_A,iddq,96,9.056,0,50
C040342,IC_A,iddq,96,-0.4293682204009911,0,50
C040342,IC_A,iddq,168,9.741,0,50
C040342,IC_A,iddq,168,-0.2506491672012027,0,50
C040342,IC_A,iddq,168,9.741,0,50
C040342,IC_A,iddq,168,-0.2506491672012027,0,50
C040342,IC_A,iddq,168,9.741,0,50
C040342,IC_A,iddq,168,9.741,0,50
C040342,IC_A,iddq,168,-0.2506491672012027,0,50
C040343,IC_A,iddq,0,9.336,0,50
C040343,IC_A,iddq,0,9.336,0,50
C040343,IC_A,iddq,0,9.336,0,50
C040343,IC_A,iddq,0,9.336,0,50
C040343,IC_A,iddq,0,9.336,0,50
C040343,IC_A,iddq,24,9.665,0,50
C040343,IC_A,iddq,24,9.665,0,50
C040343,IC_A,iddq,24,-0.2704778504759239,0,50
C040343,IC_A,iddq,24,9.665,0,50
C040343,IC_A,iddq,24,-0.2704778504759239,0,50
C040343,IC_A,iddq,24,9.665,0,50
C040343,IC_A,iddq,24,9.665,0,50
C040343,IC_A,iddq,24,-0.2704778504759239,0,50
C040343,IC_A,iddq,96,9.933,0,50
C040343,IC_A,iddq,96,-0.2005556515598022,0,50
C040343,IC_A,iddq,96,9.933,0,50
C040343,IC_A,iddq,96,-0.2005556515598022,0,50
C040343,IC_A,iddq,96,9.933,0,50
C040343,IC_A,iddq,96,-0.2005556515598022,0,50
C040343,IC_A,iddq,168,10.449,0,50
C040343,IC_A,iddq,168,-0.0659293282735383,0,50
C040343,IC_A,iddq,168,10.449,0,50
C040343,IC_A,iddq,168,-0.0659293282735383,0,50
C040343,IC_A,iddq,168,10.449,0,50
C040343,IC_A,iddq,168,10.449,0,50
C040343,IC_A,iddq,168,-0.0659293282735383,0,50
C040344,IC_A,iddq,0,11.249,0,50
C040344,IC_A,iddq,0,11.249,0,50
C040344,IC_A,iddq,0,11.249,0,50
C040344,IC_A,iddq,0,11.249,0,50
C040344,IC_A,iddq,0,11.249,0,50
C040344,IC_A,iddq,24,11.198,0,50
C040344,IC_A,iddq,24,11.198,0,50
C040344,IC_A,iddq,24,0.1294875634733836,0,50
C040344,IC_A,iddq,24,11.198,0,50
C040344,IC_A,iddq,24,0.1294875634733836,0,50
C040344,IC_A,iddq,24,11.198,0,50
C040344,IC_A,iddq,24,11.198,0,50
C040344,IC_A,iddq,24,0.1294875634733836,0,50
C040344,IC_A,iddq,96,11.478,0,50
C040344,IC_A,iddq,96,0.2025406071170925,0,50
C040344,IC_A,iddq,96,11.478,0,50
C040344,IC_A,iddq,96,0.2025406071170925,0,50
C040344,IC_A,iddq,96,11.478,0,50
C040344,IC_A,iddq,96,0.2025406071170925,0,50
C040344,IC_A,iddq,168,11.964,0,50
C040344,IC_A,iddq,168,0.3293398185843877,0,50
C040344,IC_A,iddq,168,11.964,0,50
C040344,IC_A,iddq,168,0.3293398185843877,0,50
C040344,IC_A,iddq,168,11.964,0,50
C040344,IC_A,iddq,168,11.964,0,50
C040344,IC_A,iddq,168,0.3293398185843877,0,50
C040345,IC_A,iddq,0,10.201,0,50
C040345,IC_A,iddq,0,10.201,0,50
C040345,IC_A,iddq,0,10.201,0,50
C040345,IC_A,iddq,0,10.201,0,50
C040345,IC_A,iddq,0,10.201,0,50
C040345,IC_A,iddq,24,10.187,0,50
C040345,IC_A,iddq,24,10.187,0,50
C040345,IC_A,iddq,24,-0.1342861048258662,0,50
C040345,IC_A,iddq,24,10.187,0,50
C040345,IC_A,iddq,24,-0.1342861048258662,0,50
C040345,IC_A,iddq,24,10.187,0,50
